C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20200607_20200607.csv
C,Time period: 2020-06-07 to 2020-06-07
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2020-06-10 16:42:12 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2020-06-07,01,2285.7,2243.6
D,2020-06-07,02,2179.4,2109.9
D,2020-06-07,03,2090.8,2008.1
D,2020-06-07,04,2043.2,1945.8
D,2020-06-07,05,2011.2,1921.9
D,2020-06-07,06,1975.0,1904.8
D,2020-06-07,07,1953.0,1929.3
D,2020-06-07,08,2052.2,1980.5
D,2020-06-07,09,2062.4,2064.0
D,2020-06-07,10,2136.5,2156.7
D,2020-06-07,11,2207.7,2250.1
D,2020-06-07,12,2218.7,2299.8
D,2020-06-07,13,2238.3,2297.2
D,2020-06-07,14,2266.4,2291.6
D,2020-06-07,15,2238.7,2333.5
D,2020-06-07,16,2239.5,2277.1
D,2020-06-07,17,2285.2,2318.7
D,2020-06-07,18,2441.1,2366.8
D,2020-06-07,19,2492.9,2402.7
D,2020-06-07,20,2436.6,2411.9
D,2020-06-07,21,2423.8,2413.7
D,2020-06-07,22,2372.3,2350.5
D,2020-06-07,23,2238.8,2221.9
D,2020-06-07,24,2164.9,2074.9
T,24 lines
