C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20191102_20191216.csv
C,Time period: 2019-11-02 to 2019-12-16
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2020-05-02 13:16:39 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2019-11-02,01,2036.0,2005.6
D,2019-11-02,02,1963.4,1935.3
D,2019-11-02,03,1915.6,1899.3
D,2019-11-02,04,1902.6,1887.6
D,2019-11-02,05,1913.6,1904.5
D,2019-11-02,06,1971.6,1977.5
D,2019-11-02,07,2088.6,2119.1
D,2019-11-02,08,2310.4,2264.3
D,2019-11-02,09,2358.1,2375.2
D,2019-11-02,10,2353.1,2392.6
D,2019-11-02,11,2315.7,2369.5
D,2019-11-02,12,2274.9,2345.8
D,2019-11-02,13,2253.0,2318.3
D,2019-11-02,14,2225.2,2286.3
D,2019-11-02,15,2212.8,2275.7
D,2019-11-02,16,2262.1,2304.0
D,2019-11-02,17,2383.9,2376.0
D,2019-11-02,18,2491.3,2492.9
D,2019-11-02,19,2609.8,2589.1
D,2019-11-02,20,2580.7,2551.3
D,2019-11-02,21,2549.6,2492.2
D,2019-11-02,22,2415.0,2404.4
D,2019-11-02,23,2249.5,2285.7
D,2019-11-02,24,2109.6,2151.1
D,2019-11-03,01,2008.4,2039.8
D,2019-11-03,02,1940.7,1961.3
D,2019-11-03,02,1894.7,1921.9
D,2019-11-03,03,1869.7,1905.5
D,2019-11-03,04,1884.6,1903.9
D,2019-11-03,05,1893.2,1929.1
D,2019-11-03,06,1897.8,1999.4
D,2019-11-03,07,2012.8,2102.6
D,2019-11-03,08,2103.3,2197.9
D,2019-11-03,09,2209.3,2248.4
D,2019-11-03,10,2228.6,2260.9
D,2019-11-03,11,2251.2,2259.5
D,2019-11-03,12,2266.5,2269.8
D,2019-11-03,13,2273.7,2287.1
D,2019-11-03,14,2281.6,2315.9
D,2019-11-03,15,2284.0,2362.8
D,2019-11-03,16,2430.2,2422.6
D,2019-11-03,17,2593.5,2571.8
D,2019-11-03,18,2748.1,2727.6
D,2019-11-03,19,2714.7,2719.5
D,2019-11-03,20,2672.3,2658.1
D,2019-11-03,21,2587.1,2571.1
D,2019-11-03,22,2485.2,2433.2
D,2019-11-03,23,2253.8,2274.6
D,2019-11-03,24,2034.8,2112.7
D,2019-11-04,01,2004.3,2002.2
D,2019-11-04,02,1967.5,1944.9
D,2019-11-04,03,1939.9,1931.4
D,2019-11-04,04,1981.3,1956.9
D,2019-11-04,05,2004.1,2033.4
D,2019-11-04,06,2190.9,2234.8
D,2019-11-04,07,2497.5,2548.0
D,2019-11-04,08,2708.8,2685.2
D,2019-11-04,09,2731.9,2675.3
D,2019-11-04,10,2659.6,2649.0
D,2019-11-04,11,2651.8,2626.6
D,2019-11-04,12,2652.4,2612.9
D,2019-11-04,13,2644.1,2607.0
D,2019-11-04,14,2764.6,2612.2
D,2019-11-04,15,2790.4,2635.6
D,2019-11-04,16,2888.1,2705.1
D,2019-11-04,17,3035.1,2834.7
D,2019-11-04,18,3163.2,2958.6
D,2019-11-04,19,3018.6,2911.5
D,2019-11-04,20,2949.5,2836.0
D,2019-11-04,21,2786.6,2716.6
D,2019-11-04,22,2608.8,2538.2
D,2019-11-04,23,2425.6,2328.0
D,2019-11-04,24,2147.6,2144.0
D,2019-11-05,01,2021.1,2021.4
D,2019-11-05,02,1980.0,1960.6
D,2019-11-05,03,1928.8,1928.7
D,2019-11-05,04,1931.8,1925.2
D,2019-11-05,05,1990.2,1978.2
D,2019-11-05,06,2120.1,2161.3
D,2019-11-05,07,2390.3,2468.4
D,2019-11-05,08,2630.5,2637.8
D,2019-11-05,09,2701.8,2705.4
D,2019-11-05,10,2753.7,2747.6
D,2019-11-05,11,2831.1,2730.6
D,2019-11-05,12,2801.8,2775.1
D,2019-11-05,13,2787.7,2805.4
D,2019-11-05,14,2842.0,2812.4
D,2019-11-05,15,2805.7,2832.6
D,2019-11-05,16,2836.1,2845.9
D,2019-11-05,17,2970.4,2912.7
D,2019-11-05,18,3121.5,2979.5
D,2019-11-05,19,2965.8,2922.4
D,2019-11-05,20,2906.8,2829.1
D,2019-11-05,21,2765.4,2704.3
D,2019-11-05,22,2575.8,2531.6
