C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20201209_20201209.csv
C,Time period: 2020-12-09 to 2020-12-09
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2021-01-15 08:03:18 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2020-12-09,01,2413.1,2421.23
D,2020-12-09,02,2363.8,2350.75
D,2020-12-09,03,2335.4,2319.7
D,2020-12-09,04,2345.0,2333.81
D,2020-12-09,05,2411.7,2408.52
D,2020-12-09,06,2633.1,2574.34
D,2020-12-09,07,2898.7,2825.9
D,2020-12-09,08,3104.7,3027.17
D,2020-12-09,09,3115.7,3153.9
D,2020-12-09,10,3093.5,3154.17
D,2020-12-09,11,3095.6,3132.69
D,2020-12-09,12,3111.3,3114.09
D,2020-12-09,13,3048.8,3155.84
D,2020-12-09,14,3033.9,3114.3
D,2020-12-09,15,3020.0,3121.07
D,2020-12-09,16,3062.7,3140.23
D,2020-12-09,17,3223.6,3273.15
D,2020-12-09,18,3310.6,3338.96
D,2020-12-09,19,3218.4,3253.64
D,2020-12-09,20,3140.6,3156.75
D,2020-12-09,21,3035.7,3023.46
D,2020-12-09,22,2876.9,2854.36
D,2020-12-09,23,2663.1,2635.07
D,2020-12-09,24,2497.4,2439.0
T,24 lines
