C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20210614_20210614.csv
C,Time period: 2021-06-14 to 2021-06-14
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2021-06-23 15:57:57 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2021-06-14,01,2157.8,2283.22
D,2021-06-14,02,2036.8,2154.08
D,2021-06-14,03,1965.0,2078.62
D,2021-06-14,04,1942.8,2043.48
D,2021-06-14,05,1969.8,2064.6
D,2021-06-14,06,2082.6,2143.68
D,2021-06-14,07,2356.8,2364.47
D,2021-06-14,08,2561.9,2586.13
D,2021-06-14,09,2684.2,2772.87
D,2021-06-14,10,2779.9,2875.37
D,2021-06-14,11,2837.7,2906.99
D,2021-06-14,12,2915.2,2930.35
D,2021-06-14,13,2963.4,2931.35
D,2021-06-14,14,2997.4,2905.9
D,2021-06-14,15,3000.5,2906.97
D,2021-06-14,16,3058.8,2868.94
D,2021-06-14,17,3082.1,2915.96
D,2021-06-14,18,3116.2,2956.31
D,2021-06-14,19,3041.8,2904.73
D,2021-06-14,20,2977.1,2829.25
D,2021-06-14,21,2954.0,2772.78
D,2021-06-14,22,2798.6,2665.26
D,2021-06-14,23,2576.1,2505.02
D,2021-06-14,24,2372.9,2333.34
T,24 lines
