"C","Real-Time Hourly System Load Report"
"C","Filename: rt_hourlysysload_20180225_20180311.csv"
"C","Report for: 02/25/2018 - 03/11/2018"
"C","Report generated: 04/13/2020 22:56:35 EDT"
"H","Date","Hour Ending","Total Load"
"H","Date","HE","MWh"
"D","02/25/2018","01",10825.81
"D","02/25/2018","02",11116.85
"D","02/25/2018","03",10954.69
"D","02/25/2018","04",10870.02
"D","02/25/2018","05",10955.85
"D","02/25/2018","06",11028.83
"D","02/25/2018","07",11367.6
"D","02/25/2018","08",12324.92
"D","02/25/2018","09",13274.25
"D","02/25/2018","10",13700.09
"D","02/25/2018","11",13944.77
"D","02/25/2018","12",14304.41
"D","02/25/2018","13",14391.71
"D","02/25/2018","14",14359.45
"D","02/25/2018","15",14264.74
"D","02/25/2018","16",14267.37
"D","02/25/2018","17",14604.08
"D","02/25/2018","18",15270.07
"D","02/25/2018","19",15425.59
"D","02/25/2018","20",14950.84
"D","02/25/2018","21",14281.12
"D","02/25/2018","22",13318.18
"D","02/25/2018","23",12253.34
"D","02/25/2018","24",11833.7
"D","02/26/2018","01",11776.97
"D","02/26/2018","02",11454.73
"D","02/26/2018","03",11308.96
"D","02/26/2018","04",11349.22
"D","02/26/2018","05",11450.38
"D","02/26/2018","06",11964.36
"D","02/26/2018","07",13402.29
"D","02/26/2018","08",14215.06
"D","02/26/2018","09",14141.19
"D","02/26/2018","10",14105.34
"D","02/26/2018","11",14076.1
"D","02/26/2018","12",13861.16
"D","02/26/2018","13",13516.04
"D","02/26/2018","14",13446.0
"D","02/26/2018","15",13189.43
"D","02/26/2018","16",13685.74
"D","02/26/2018","17",14000.56
"D","02/26/2018","18",14994.95
"D","02/26/2018","19",15801.2
"D","02/26/2018","20",15494.97
"D","02/26/2018","21",14897.04
"D","02/26/2018","22",13964.95
"D","02/26/2018","23",12809.07
"D","02/26/2018","24",12246.14
"D","02/27/2018","01",12244.91
"D","02/27/2018","02",12191.56
"D","02/27/2018","03",12099.84
"D","02/27/2018","04",12133.31
"D","02/27/2018","05",12188.58
"D","02/27/2018","06",12737.01
"D","02/27/2018","07",13936.1
"D","02/27/2018","08",14404.4
"D","02/27/2018","09",13760.21
"D","02/27/2018","10",13265.93
"D","02/27/2018","11",12933.79
"D","02/27/2018","12",12663.17
"D","02/27/2018","13",12436.81
"D","02/27/2018","14",12432.05
"D","02/27/2018","15",12310.7
