C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20210328_20210328.csv
C,Time period: 2021-03-28 to 2021-03-28
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2021-03-31 17:28:56 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2021-03-28,01,1953.0,1962.3
D,2021-03-28,02,1872.7,1892.37
D,2021-03-28,03,1828.3,1857.33
D,2021-03-28,04,1841.4,1843.86
D,2021-03-28,05,1850.9,1851.07
D,2021-03-28,06,1899.3,1885.74
D,2021-03-28,07,1945.5,1953.81
D,2021-03-28,08,2026.1,2031.73
D,2021-03-28,09,2118.1,2154.4
D,2021-03-28,10,2199.0,2279.49
D,2021-03-28,11,2217.3,2371.06
D,2021-03-28,12,2267.4,2455.18
D,2021-03-28,13,2276.1,2520.62
D,2021-03-28,14,2298.1,2535.68
D,2021-03-28,15,2305.9,2548.3
D,2021-03-28,16,2312.6,2562.23
D,2021-03-28,17,2323.7,2589.18
D,2021-03-28,18,2405.0,2634.14
D,2021-03-28,19,2474.6,2643.52
D,2021-03-28,20,2495.0,2609.76
D,2021-03-28,21,2454.3,2511.05
D,2021-03-28,22,2282.9,2379.87
D,2021-03-28,23,2166.1,2216.57
D,2021-03-28,24,2026.5,2067.01
T,24 lines
