C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20211124_20211124.csv
C,Time period: 2021-11-24 to 2021-11-24
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2021-12-06 00:24:50 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2021-11-24,01,2290.1,2336.42
D,2021-11-24,02,2200.4,2264.21
D,2021-11-24,03,2172.1,2235.9
D,2021-11-24,04,2171.4,2243.85
D,2021-11-24,05,2223.4,2301.95
D,2021-11-24,06,2415.9,2477.45
D,2021-11-24,07,2718.1,2732.84
D,2021-11-24,08,2912.2,2889.74
D,2021-11-24,09,2902.8,2905.4
D,2021-11-24,10,2849.3,2863.15
D,2021-11-24,11,2755.2,2811.41
D,2021-11-24,12,2744.4,2777.3
D,2021-11-24,13,2731.9,2754.42
D,2021-11-24,14,2738.7,2762.66
D,2021-11-24,15,2771.6,2785.54
D,2021-11-24,16,2828.4,2852.47
D,2021-11-24,17,2973.0,2991.85
D,2021-11-24,18,3052.2,3062.91
D,2021-11-24,19,3038.9,2970.7
D,2021-11-24,20,2988.0,2891.17
D,2021-11-24,21,2880.0,2788.36
D,2021-11-24,22,2735.1,2676.04
D,2021-11-24,23,2544.5,2517.07
D,2021-11-24,24,2339.4,2363.2
T,24 lines
