C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20210217_20210217.csv
C,Time period: 2021-02-17 to 2021-02-17
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2021-02-20 19:36:29 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2021-02-17,01,2314.8,2392.92
D,2021-02-17,02,2264.3,2347.51
D,2021-02-17,03,2249.5,2336.22
D,2021-02-17,04,2288.3,2363.83
D,2021-02-17,05,2350.2,2434.13
D,2021-02-17,06,2542.4,2598.43
D,2021-02-17,07,2812.6,2837.1
D,2021-02-17,08,3034.3,2997.82
D,2021-02-17,09,3065.1,3046.46
D,2021-02-17,10,3051.2,3037.54
D,2021-02-17,11,2963.6,3038.38
D,2021-02-17,12,2958.1,3022.1
D,2021-02-17,13,2896.6,2997.27
D,2021-02-17,14,2894.3,2964.93
D,2021-02-17,15,2906.4,2965.53
D,2021-02-17,16,2947.9,3006.55
D,2021-02-17,17,3082.1,3096.12
D,2021-02-17,18,3262.4,3260.47
D,2021-02-17,19,3291.5,3294.31
D,2021-02-17,20,3184.9,3214.69
D,2021-02-17,21,3094.0,3109.17
D,2021-02-17,22,2949.9,2966.39
D,2021-02-17,23,2780.7,2791.93
D,2021-02-17,24,2583.0,2623.48
T,24 lines
