"C","Real-Time Hourly System Load Report"
"C","Filename: rt_hourlysysload_20201031.csv"
"C","Report for: 10/31/2020 - 10/31/2020"
"C","Report generated: 11/04/2020 20:56:16 EST"
"H","Date","Hour Ending","Total Load"
"H","Date","HE","MWh"
"D","10/31/2020","01",11390.82
"D","10/31/2020","02",11296.41
"D","10/31/2020","03",11331.24
"D","10/31/2020","04",11287.22
"D","10/31/2020","05",11404.94
"D","10/31/2020","06",11652.33
"D","10/31/2020","07",11926.18
"D","10/31/2020","08",12678.42
"D","10/31/2020","09",13305.38
"D","10/31/2020","10",13395.48
"D","10/31/2020","11",13156.84
"D","10/31/2020","12",12674.4
"D","10/31/2020","13",12096.72
"D","10/31/2020","14",11604.26
"D","10/31/2020","15",11372.58
"D","10/31/2020","16",11659.5
"D","10/31/2020","17",12522.47
"D","10/31/2020","18",13510.07
"D","10/31/2020","19",14073.93
"D","10/31/2020","20",13827.94
"D","10/31/2020","21",13448.46
"D","10/31/2020","22",12915.67
"D","10/31/2020","23",12200.55
"D","10/31/2020","24",11479.42
"T","24 lines"
