C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20210426_20210426.csv
C,Time period: 2021-04-26 to 2021-04-26
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2021-05-04 06:33:00 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2021-04-26,01,1937.2,1887.65
D,2021-04-26,02,1873.0,1825.94
D,2021-04-26,03,1817.6,1799.0
D,2021-04-26,04,1817.1,1804.19
D,2021-04-26,05,1916.2,1856.5
D,2021-04-26,06,2123.3,1997.09
D,2021-04-26,07,2349.1,2198.56
D,2021-04-26,08,2498.3,2341.77
D,2021-04-26,09,2519.6,2378.82
D,2021-04-26,10,2416.8,2361.86
D,2021-04-26,11,2392.5,2332.13
D,2021-04-26,12,2351.7,2318.23
D,2021-04-26,13,2286.8,2311.25
D,2021-04-26,14,2297.7,2283.54
D,2021-04-26,15,2291.0,2258.25
D,2021-04-26,16,2265.8,2272.39
D,2021-04-26,17,2337.0,2328.48
D,2021-04-26,18,2507.3,2423.96
D,2021-04-26,19,2564.0,2460.51
D,2021-04-26,20,2634.9,2496.2
D,2021-04-26,21,2615.5,2495.3
D,2021-04-26,22,2408.8,2362.81
D,2021-04-26,23,2256.4,2194.55
D,2021-04-26,24,2127.0,2043.25
T,24 lines
