C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20210824_20210824.csv
C,Time period: 2021-08-24 to 2021-08-24
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2021-10-09 02:27:05 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2021-08-24,01,2707.2,2736.25
D,2021-08-24,02,2570.5,2635.69
D,2021-08-24,03,2488.6,2568.44
D,2021-08-24,04,2456.3,2534.7
D,2021-08-24,05,2468.6,2542.46
D,2021-08-24,06,2628.5,2666.5
D,2021-08-24,07,2861.4,2900.31
D,2021-08-24,08,3081.1,3105.67
D,2021-08-24,09,3193.0,3251.41
D,2021-08-24,10,3341.4,3391.89
D,2021-08-24,11,3525.5,3592.4
D,2021-08-24,12,3685.4,3762.35
D,2021-08-24,13,3866.1,3940.89
D,2021-08-24,14,4005.6,4103.3
D,2021-08-24,15,4137.7,4273.57
D,2021-08-24,16,4228.7,4412.11
D,2021-08-24,17,4247.1,4507.71
D,2021-08-24,18,4214.4,4570.69
D,2021-08-24,19,4118.5,4453.53
D,2021-08-24,20,4008.8,4302.18
D,2021-08-24,21,3871.8,4173.87
D,2021-08-24,22,3697.3,3952.73
D,2021-08-24,23,3437.5,3684.02
D,2021-08-24,24,3144.9,3403.52
T,24 lines
