"C","Real-Time Hourly System Load Report"
"C","Filename: rt_hourlysysload_20211109.csv"
"C","Report for: 11/09/2021 - 11/09/2021"
"C","Report generated: 11/17/2021 16:25:52 EST"
"H","Date","Hour Ending","Total Load"
"H","Date","HE","MWh"
"D","11/09/2021","01",10995.17
"D","11/09/2021","02",10449.4
"D","11/09/2021","03",10343.94
"D","11/09/2021","04",10652.23
"D","11/09/2021","05",10869.84
"D","11/09/2021","06",11546.85
"D","11/09/2021","07",12685.02
"D","11/09/2021","08",13157.96
"D","11/09/2021","09",12465.52
"D","11/09/2021","10",11859.13
"D","11/09/2021","11",11796.79
"D","11/09/2021","12",11650.55
"D","11/09/2021","13",11960.35
"D","11/09/2021","14",12178.1
"D","11/09/2021","15",12192.21
"D","11/09/2021","16",13002.84
"D","11/09/2021","17",13935.2
"D","11/09/2021","18",14709.25
"D","11/09/2021","19",14419.58
"D","11/09/2021","20",13853.1
"D","11/09/2021","21",13144.62
"D","11/09/2021","22",12229.22
"D","11/09/2021","23",11287.7
"D","11/09/2021","24",10832.64
"T","24 lines"
