C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20210527_20210527.csv
C,Time period: 2021-05-27 to 2021-05-27
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2021-06-02 02:03:14 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2021-05-27,01,2500.2,2564.18
D,2021-05-27,02,2383.0,2437.26
D,2021-05-27,03,2273.7,2355.88
D,2021-05-27,04,2205.3,2314.75
D,2021-05-27,05,2207.9,2325.95
D,2021-05-27,06,2303.4,2415.2
D,2021-05-27,07,2521.1,2622.74
D,2021-05-27,08,2724.7,2823.22
D,2021-05-27,09,2845.3,2952.31
D,2021-05-27,10,2905.6,2981.42
D,2021-05-27,11,2931.5,3011.06
D,2021-05-27,12,2974.6,3085.48
D,2021-05-27,13,2946.3,3157.48
D,2021-05-27,14,2995.8,3188.84
D,2021-05-27,15,3000.9,3225.88
D,2021-05-27,16,3074.7,3283.6
D,2021-05-27,17,3110.9,3327.8
D,2021-05-27,18,3118.3,3324.3
D,2021-05-27,19,3094.6,3202.05
D,2021-05-27,20,2976.8,3076.1
D,2021-05-27,21,2882.5,2983.36
D,2021-05-27,22,2719.9,2824.77
D,2021-05-27,23,2477.9,2571.72
D,2021-05-27,24,2246.5,2319.97
T,24 lines
