C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20211117_20211117.csv
C,Time period: 2021-11-17 to 2021-11-17
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2021-11-22 01:24:46 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2021-11-17,01,2242.3,2140.83
D,2021-11-17,02,2150.2,2074.84
D,2021-11-17,03,2120.4,2057.28
D,2021-11-17,04,2131.2,2076.81
D,2021-11-17,05,2199.9,2145.41
D,2021-11-17,06,2382.6,2339.7
D,2021-11-17,07,2650.6,2642.06
D,2021-11-17,08,2855.6,2777.13
D,2021-11-17,09,2858.2,2755.59
D,2021-11-17,10,2818.3,2701.27
D,2021-11-17,11,2760.6,2691.43
D,2021-11-17,12,2717.6,2710.41
D,2021-11-17,13,2727.8,2774.26
D,2021-11-17,14,2734.5,2789.72
D,2021-11-17,15,2721.8,2751.31
D,2021-11-17,16,2800.6,2795.86
D,2021-11-17,17,2922.6,2921.61
D,2021-11-17,18,3042.4,3007.14
D,2021-11-17,19,2919.3,2921.86
D,2021-11-17,20,2830.4,2838.0
D,2021-11-17,21,2724.7,2713.44
D,2021-11-17,22,2557.8,2557.49
D,2021-11-17,23,2355.4,2360.55
D,2021-11-17,24,2173.2,2186.24
T,24 lines
