"C","Real-Time Hourly System Load Report"
"C","Filename: rt_hourlysysload_20170317_20170331.csv"
"C","Report for: 03/17/2017 - 03/31/2017"
"C","Report generated: 04/13/2020 22:51:02 EDT"
"H","Date","Hour Ending","Total Load"
"H","Date","HE","MWh"
"D","03/17/2017","01",12662.21
"D","03/17/2017","02",12772.73
"D","03/17/2017","03",12850.27
"D","03/17/2017","04",12875.06
"D","03/17/2017","05",13208.92
"D","03/17/2017","06",14226.83
"D","03/17/2017","07",15620.4
"D","03/17/2017","08",16185.46
"D","03/17/2017","09",16066.98
"D","03/17/2017","10",15600.33
"D","03/17/2017","11",15171.64
"D","03/17/2017","12",14785.61
"D","03/17/2017","13",14401.12
"D","03/17/2017","14",14126.27
"D","03/17/2017","15",13800.81
"D","03/17/2017","16",13629.07
"D","03/17/2017","17",13781.4
"D","03/17/2017","18",14177.85
"D","03/17/2017","19",14671.01
"D","03/17/2017","20",15370.28
"D","03/17/2017","21",15210.2
"D","03/17/2017","22",14667.52
"D","03/17/2017","23",13805.48
"D","03/17/2017","24",12896.98
"D","03/18/2017","01",12263.64
"D","03/18/2017","02",12109.24
"D","03/18/2017","03",11957.96
"D","03/18/2017","04",12036.59
"D","03/18/2017","05",12374.92
"D","03/18/2017","06",12559.35
"D","03/18/2017","07",13070.36
"D","03/18/2017","08",13758.03
"D","03/18/2017","09",14111.02
"D","03/18/2017","10",14113.62
"D","03/18/2017","11",13963.42
"D","03/18/2017","12",13681.45
"D","03/18/2017","13",13338.19
"D","03/18/2017","14",13038.09
"D","03/18/2017","15",13050.02
"D","03/18/2017","16",13059.07
"D","03/18/2017","17",13226.81
"D","03/18/2017","18",13848.33
"D","03/18/2017","19",14396.26
"D","03/18/2017","20",14966.02
"D","03/18/2017","21",14711.32
"D","03/18/2017","22",14179.76
"D","03/18/2017","23",13340.88
"D","03/18/2017","24",12570.26
"D","03/19/2017","01",12045.26
"D","03/19/2017","02",11882.45
"D","03/19/2017","03",11985.04
"D","03/19/2017","04",11889.22
"D","03/19/2017","05",12118.31
"D","03/19/2017","06",12240.56
"D","03/19/2017","07",12612.95
"D","03/19/2017","08",13004.12
"D","03/19/2017","09",13494.55
"D","03/19/2017","10",13696.14
"D","03/19/2017","11",13838.74
"D","03/19/2017","12",13842.5
"D","03/19/2017","13",13777.33
"D","03/19/2017","14",13536.18
"D","03/19/2017","15",13268.81
"D","03/19/2017","16",13296.97
"D","03/19/2017","17",13663.43
"D","03/19/2017","18",13800.48
"D","03/19/2017","19",14313.12
"D","03/19/2017","20",15162.82
"D","03/19/2017","21",14997.18
"D","03/19/2017","22",14204.95
"D","03/19/2017","23",13134.66
"D","03/19/2017","24",12422.44
"D","03/20/2017","01",12552.96
"D","03/20/2017","02",12494.57
"D","03/20/2017","03",12156.06
"D","03/20/2017","04",12244.29
"D","03/20/2017","05",12369.1
"D","03/20/2017","06",12956.83
"D","03/20/2017","07",14612.45
"D","03/20/2017","08",15442.81
"D","03/20/2017","09",15070.49
"D","03/20/2017","10",14506.69
"D","03/20/2017","11",14098.13
"D","03/20/2017","12",13764.22
"D","03/20/2017","13",13438.66
"D","03/20/2017","14",13253.09
