C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20210929_20210929.csv
C,Time period: 2021-09-29 to 2021-09-29
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2021-10-17 17:25:01 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2021-09-29,01,1991.2,2001.03
D,2021-09-29,02,1889.8,1907.67
D,2021-09-29,03,1838.3,1846.91
D,2021-09-29,04,1813.8,1832.14
D,2021-09-29,05,1845.0,1856.92
D,2021-09-29,06,1992.1,1981.48
D,2021-09-29,07,2287.0,2225.58
D,2021-09-29,08,2436.3,2379.75
D,2021-09-29,09,2496.4,2431.73
D,2021-09-29,10,2578.9,2449.1
D,2021-09-29,11,2524.8,2455.55
D,2021-09-29,12,2534.8,2468.63
D,2021-09-29,13,2520.3,2518.67
D,2021-09-29,14,2551.0,2538.4
D,2021-09-29,15,2522.7,2537.41
D,2021-09-29,16,2596.6,2571.08
D,2021-09-29,17,2615.0,2626.33
D,2021-09-29,18,2691.6,2677.96
D,2021-09-29,19,2745.2,2689.76
D,2021-09-29,20,2712.8,2676.33
D,2021-09-29,21,2587.9,2564.12
D,2021-09-29,22,2414.5,2408.86
D,2021-09-29,23,2224.1,2230.93
D,2021-09-29,24,2038.5,2061.09
T,24 lines
