C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20211120_20211120.csv
C,Time period: 2021-11-20 to 2021-11-20
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2021-11-27 17:10:35 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2021-11-20,01,2233.0,2155.63
D,2021-11-20,02,2137.1,2087.88
D,2021-11-20,03,2123.5,2058.96
D,2021-11-20,04,2097.5,2051.45
D,2021-11-20,05,2111.3,2080.76
D,2021-11-20,06,2194.9,2158.54
D,2021-11-20,07,2320.3,2281.77
D,2021-11-20,08,2436.8,2395.55
D,2021-11-20,09,2494.4,2432.98
D,2021-11-20,10,2437.7,2415.25
D,2021-11-20,11,2436.0,2396.83
D,2021-11-20,12,2384.6,2389.06
D,2021-11-20,13,2397.1,2383.47
D,2021-11-20,14,2395.0,2379.34
D,2021-11-20,15,2414.3,2428.29
D,2021-11-20,16,2491.4,2512.04
D,2021-11-20,17,2683.6,2657.76
D,2021-11-20,18,2810.6,2748.21
D,2021-11-20,19,2758.9,2732.28
D,2021-11-20,20,2745.1,2672.71
D,2021-11-20,21,2678.3,2580.47
D,2021-11-20,22,2519.7,2492.43
D,2021-11-20,23,2387.4,2364.37
D,2021-11-20,24,2240.4,2229.89
T,24 lines
