C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20200708_20200708.csv
C,Time period: 2020-07-08 to 2020-07-08
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2020-07-11 17:10:41 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2020-07-08,01,2309.0,2423.0
D,2020-07-08,02,2234.1,2318.7
D,2020-07-08,03,2139.3,2256.8
D,2020-07-08,04,2111.5,2234.6
D,2020-07-08,05,2160.5,2270.9
D,2020-07-08,06,2276.6,2384.4
D,2020-07-08,07,2528.1,2581.2
D,2020-07-08,08,2782.4,2811.8
D,2020-07-08,09,2944.1,3013.8
D,2020-07-08,10,3091.4,3181.9
D,2020-07-08,11,3191.7,3355.5
D,2020-07-08,12,3415.3,3560.2
D,2020-07-08,13,3507.2,3695.8
D,2020-07-08,14,3490.9,3809.9
D,2020-07-08,15,3590.9,3956.2
D,2020-07-08,16,3594.4,4058.0
D,2020-07-08,17,3712.9,4091.1
D,2020-07-08,18,3780.5,4135.1
D,2020-07-08,19,3666.4,4000.3
D,2020-07-08,20,3532.8,3844.0
D,2020-07-08,21,3495.9,3697.0
D,2020-07-08,22,3327.5,3543.6
D,2020-07-08,23,3142.2,3297.5
D,2020-07-08,24,2812.1,3046.7
T,24 lines
