C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20211026_20211026.csv
C,Time period: 2021-10-26 to 2021-10-26
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2021-10-30 16:27:33 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2021-10-26,01,1959.1,1966.92
D,2021-10-26,02,1865.1,1885.99
D,2021-10-26,03,1833.5,1852.22
D,2021-10-26,04,1861.8,1851.76
D,2021-10-26,05,1867.2,1892.85
D,2021-10-26,06,2051.5,2033.8
D,2021-10-26,07,2296.5,2311.6
D,2021-10-26,08,2542.7,2547.46
D,2021-10-26,09,2625.8,2671.11
D,2021-10-26,10,2766.5,2752.91
D,2021-10-26,11,2775.5,2790.91
D,2021-10-26,12,2807.2,2826.71
D,2021-10-26,13,2826.4,2834.28
D,2021-10-26,14,2809.3,2820.82
D,2021-10-26,15,2744.9,2783.18
D,2021-10-26,16,2724.9,2783.35
D,2021-10-26,17,2683.3,2812.24
D,2021-10-26,18,2841.9,2880.06
D,2021-10-26,19,2793.8,2852.87
D,2021-10-26,20,2686.5,2750.31
D,2021-10-26,21,2593.6,2605.06
D,2021-10-26,22,2426.2,2457.57
D,2021-10-26,23,2220.3,2282.9
D,2021-10-26,24,2023.3,2107.17
T,24 lines
