"C","Real-Time Hourly System Load Report"
"C","Filename: rt_hourlysysload_20210106.csv"
"C","Report for: 01/06/2021 - 01/06/2021"
"C","Report generated: 01/17/2021 06:17:31 EST"
"H","Date","Hour Ending","Total Load"
"H","Date","HE","MWh"
"D","01/06/2021","01",11869.7
"D","01/06/2021","02",11921.1
"D","01/06/2021","03",11796.68
"D","01/06/2021","04",11792.41
"D","01/06/2021","05",12338.77
"D","01/06/2021","06",12749.32
"D","01/06/2021","07",13868.1
"D","01/06/2021","08",14974.75
"D","01/06/2021","09",15365.54
"D","01/06/2021","10",14952.71
"D","01/06/2021","11",14534.93
"D","01/06/2021","12",14152.57
"D","01/06/2021","13",14092.39
"D","01/06/2021","14",14161.43
"D","01/06/2021","15",14441.57
"D","01/06/2021","16",14968.39
"D","01/06/2021","17",16012.49
"D","01/06/2021","18",17037.91
"D","01/06/2021","19",16806.31
"D","01/06/2021","20",16246.06
"D","01/06/2021","21",15518.96
"D","01/06/2021","22",14631.6
"D","01/06/2021","23",13583.3
"D","01/06/2021","24",12793.29
"T","24 lines"
