C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20201122_20201122.csv
C,Time period: 2020-11-22 to 2020-11-22
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2020-11-26 15:50:14 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2020-11-22,01,2069.3,2001.9
D,2020-11-22,02,2083.4,1948.5
D,2020-11-22,03,1954.6,1923.3
D,2020-11-22,04,1960.8,1919.1
D,2020-11-22,05,1978.5,1938.4
D,2020-11-22,06,2034.8,1996.9
D,2020-11-22,07,2130.7,2081.6
D,2020-11-22,08,2224.2,2175.7
D,2020-11-22,09,2303.5,2274.5
D,2020-11-22,10,2316.0,2364.6
D,2020-11-22,11,2395.4,2475.0
D,2020-11-22,12,2431.4,2550.7
D,2020-11-22,13,2434.8,2616.6
D,2020-11-22,14,2478.2,2649.9
D,2020-11-22,15,2511.4,2651.6
D,2020-11-22,16,2564.9,2681.8
D,2020-11-22,17,2729.6,2795.3
D,2020-11-22,18,2834.5,2857.9
D,2020-11-22,19,2810.9,2805.7
D,2020-11-22,20,2748.1,2699.4
D,2020-11-22,21,2641.6,2596.2
D,2020-11-22,22,2487.6,2445.0
D,2020-11-22,23,2322.8,2274.4
D,2020-11-22,24,2146.8,2124.0
T,24 lines
