C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20201020_20201020.csv
C,Time period: 2020-10-20 to 2020-10-20
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2020-10-28 01:44:19 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2020-10-20,01,1966.1,1899.7
D,2020-10-20,02,1888.7,1828.1
D,2020-10-20,03,1860.2,1790.8
D,2020-10-20,04,1841.4,1788.8
D,2020-10-20,05,1880.5,1834.0
D,2020-10-20,06,2031.7,1966.5
D,2020-10-20,07,2309.9,2212.8
D,2020-10-20,08,2533.1,2419.9
D,2020-10-20,09,2596.7,2540.7
D,2020-10-20,10,2582.1,2580.8
D,2020-10-20,11,2640.7,2613.1
D,2020-10-20,12,2650.8,2610.4
D,2020-10-20,13,2680.0,2627.9
D,2020-10-20,14,2692.7,2649.8
D,2020-10-20,15,2693.9,2666.5
D,2020-10-20,16,2714.6,2683.4
D,2020-10-20,17,2710.9,2706.7
D,2020-10-20,18,2835.0,2785.2
D,2020-10-20,19,2887.4,2806.5
D,2020-10-20,20,2805.2,2729.2
D,2020-10-20,21,2727.8,2595.2
D,2020-10-20,22,2523.8,2434.0
D,2020-10-20,23,2321.8,2257.6
D,2020-10-20,24,2145.6,2090.7
T,24 lines
