C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20211110_20211110.csv
C,Time period: 2021-11-10 to 2021-11-10
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2021-11-17 17:11:55 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2021-11-10,01,1909.7,1951.89
D,2021-11-10,02,1846.3,1878.68
D,2021-11-10,03,1815.0,1843.85
D,2021-11-10,04,1809.4,1843.52
D,2021-11-10,05,1851.9,1891.12
D,2021-11-10,06,2019.8,2048.63
D,2021-11-10,07,2255.3,2311.24
D,2021-11-10,08,2470.0,2507.85
D,2021-11-10,09,2521.7,2610.04
D,2021-11-10,10,2523.9,2589.33
D,2021-11-10,11,2497.0,2535.01
D,2021-11-10,12,2436.4,2579.65
D,2021-11-10,13,2426.1,2568.13
D,2021-11-10,14,2497.2,2577.68
D,2021-11-10,15,2529.4,2593.65
D,2021-11-10,16,2572.1,2642.02
D,2021-11-10,17,2643.0,2738.18
D,2021-11-10,18,2864.5,2819.98
D,2021-11-10,19,2740.2,2751.35
D,2021-11-10,20,2683.0,2655.57
D,2021-11-10,21,2585.4,2547.25
D,2021-11-10,22,2418.3,2411.56
D,2021-11-10,23,2221.1,2258.19
D,2021-11-10,24,2039.0,2106.97
T,24 lines
