"C","Real-Time Hourly System Load Report"
"C","Filename: rt_hourlysysload_20210117.csv"
"C","Report for: 01/17/2021 - 01/17/2021"
"C","Report generated: 01/21/2021 15:41:38 EST"
"H","Date","Hour Ending","Total Load"
"H","Date","HE","MWh"
"D","01/17/2021","01",11036.28
"D","01/17/2021","02",10677.11
"D","01/17/2021","03",10513.91
"D","01/17/2021","04",10434.33
"D","01/17/2021","05",10539.37
"D","01/17/2021","06",10834.14
"D","01/17/2021","07",11300.1
"D","01/17/2021","08",11850.96
"D","01/17/2021","09",12172.3
"D","01/17/2021","10",12137.63
"D","01/17/2021","11",12274.97
"D","01/17/2021","12",12264.29
"D","01/17/2021","13",12613.44
"D","01/17/2021","14",12927.55
"D","01/17/2021","15",13148.26
"D","01/17/2021","16",13626.98
"D","01/17/2021","17",14519.0
"D","01/17/2021","18",15443.55
"D","01/17/2021","19",15272.0
"D","01/17/2021","20",14659.19
"D","01/17/2021","21",14029.54
"D","01/17/2021","22",13185.24
"D","01/17/2021","23",12325.38
"D","01/17/2021","24",11499.77
"T","24 lines"
