C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20210812_20210812.csv
C,Time period: 2021-08-12 to 2021-08-12
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2021-09-24 17:56:00 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2021-08-12,01,3199.0,3396.88
D,2021-08-12,02,3014.0,3214.08
D,2021-08-12,03,2947.9,3098.06
D,2021-08-12,04,2872.0,3032.44
D,2021-08-12,05,2848.1,3033.43
D,2021-08-12,06,2975.5,3132.72
D,2021-08-12,07,3155.8,3338.82
D,2021-08-12,08,3428.9,3557.84
D,2021-08-12,09,3644.4,3749.72
D,2021-08-12,10,3873.2,3935.75
D,2021-08-12,11,4126.0,4188.16
D,2021-08-12,12,4339.1,4443.58
D,2021-08-12,13,4555.5,4625.73
D,2021-08-12,14,4796.6,4756.32
D,2021-08-12,15,4890.5,4879.5
D,2021-08-12,16,4971.2,4912.34
D,2021-08-12,17,4971.4,4931.19
D,2021-08-12,18,4962.1,4971.36
D,2021-08-12,19,4836.4,4866.94
D,2021-08-12,20,4611.1,4755.31
D,2021-08-12,21,4454.9,4438.59
D,2021-08-12,22,4266.6,4181.44
D,2021-08-12,23,3947.5,3897.81
D,2021-08-12,24,3600.5,3589.84
T,24 lines
