"C","Real-Time Hourly System Load Report"
"C","Filename: rt_hourlysysload_20181107_20181121.csv"
"C","Report for: 11/07/2018 - 11/21/2018"
"C","Report generated: 04/13/2020 23:00:15 EDT"
"H","Date","Hour Ending","Total Load"
"H","Date","HE","MWh"
"D","11/07/2018","01",10813.64
"D","11/07/2018","02",10724.76
"D","11/07/2018","03",10572.29
"D","11/07/2018","04",10641.24
"D","11/07/2018","05",11170.97
"D","11/07/2018","06",11745.96
"D","11/07/2018","07",12698.66
"D","11/07/2018","08",13139.86
"D","11/07/2018","09",12724.12
"D","11/07/2018","10",12337.05
"D","11/07/2018","11",12181.13
"D","11/07/2018","12",12046.85
"D","11/07/2018","13",12036.2
"D","11/07/2018","14",12300.62
"D","11/07/2018","15",12628.4
"D","11/07/2018","16",13225.92
"D","11/07/2018","17",14080.5
"D","11/07/2018","18",15038.8
"D","11/07/2018","19",14905.22
"D","11/07/2018","20",14457.28
"D","11/07/2018","21",13784.34
"D","11/07/2018","22",12823.2
"D","11/07/2018","23",11689.05
"D","11/07/2018","24",11205.43
"D","11/08/2018","01",10816.86
"D","11/08/2018","02",10469.05
"D","11/08/2018","03",10326.75
"D","11/08/2018","04",10566.93
"D","11/08/2018","05",10921.16
"D","11/08/2018","06",11628.61
"D","11/08/2018","07",12787.14
"D","11/08/2018","08",13504.87
"D","11/08/2018","09",13293.69
"D","11/08/2018","10",12810.34
"D","11/08/2018","11",12500.38
"D","11/08/2018","12",12336.95
"D","11/08/2018","13",12487.55
"D","11/08/2018","14",12720.69
"D","11/08/2018","15",13015.36
"D","11/08/2018","16",13305.54
"D","11/08/2018","17",14248.52
"D","11/08/2018","18",15212.91
"D","11/08/2018","19",15138.42
"D","11/08/2018","20",14763.21
"D","11/08/2018","21",14194.75
"D","11/08/2018","22",13300.41
"D","11/08/2018","23",12296.68
"D","11/08/2018","24",11462.9
"D","11/09/2018","01",11389.9
"D","11/09/2018","02",11326.4
"D","11/09/2018","03",11234.98
"D","11/09/2018","04",11486.7
"D","11/09/2018","05",11856.5
"D","11/09/2018","06",12619.23
"D","11/09/2018","07",13481.33
"D","11/09/2018","08",13886.91
"D","11/09/2018","09",13550.87
"D","11/09/2018","10",13375.61
"D","11/09/2018","11",13741.81
"D","11/09/2018","12",13981.52
"D","11/09/2018","13",13994.99
"D","11/09/2018","14",14141.69
"D","11/09/2018","15",14168.53
"D","11/09/2018","16",14332.66
"D","11/09/2018","17",14990.01
"D","11/09/2018","18",15363.77
"D","11/09/2018","19",15030.6
"D","11/09/2018","20",14499.9
"D","11/09/2018","21",13926.77
"D","11/09/2018","22",13167.44
"D","11/09/2018","23",12200.22
"D","11/09/2018","24",11503.74
"D","11/10/2018","01",11097.18
"D","11/10/2018","02",10628.1
"D","11/10/2018","03",10592.72
"D","11/10/2018","04",10489.08
"D","11/10/2018","05",10437.07
"D","11/10/2018","06",10496.98
"D","11/10/2018","07",11137.51
"D","11/10/2018","08",11650.96
"D","11/10/2018","09",12376.49
"D","11/10/2018","10",12730.22
"D","11/10/2018","11",12668.55
"D","11/10/2018","12",12571.91
"D","11/10/2018","13",12310.52
"D","11/10/2018","14",12273.41
"D","11/10/2018","15",12166.41
"D","11/10/2018","16",12797.75
"D","11/10/2018","17",13846.0
"D","11/10/2018","18",14774.23
"D","11/10/2018","19",14599.41
"D","11/10/2018","20",14190.36
"D","11/10/2018","21",13720.86
"D","11/10/2018","22",13121.91
"D","11/10/2018","23",12339.44
"D","11/10/2018","24",11827.41
"D","11/11/2018","01",11343.1
"D","11/11/2018","02",11311.75
"D","11/11/2018","03",11204.79
"D","11/11/2018","04",10993.14
"D","11/11/2018","05",10772.64
"D","11/11/2018","06",10947.11
"D","11/11/2018","07",11300.0
"D","11/11/2018","08",11754.56
"D","11/11/2018","09",11906.23
"D","11/11/2018","10",11839.02
"D","11/11/2018","11",11613.09
"D","11/11/2018","12",11429.8
"D","11/11/2018","13",11438.14
"D","11/11/2018","14",11580.28
"D","11/11/2018","15",12019.74
"D","11/11/2018","16",12850.6
"D","11/11/2018","17",14089.1
"D","11/11/2018","18",15141.44
"D","11/11/2018","19",14988.06
"D","11/11/2018","20",14561.35
"D","11/11/2018","21",14031.54
"D","11/11/2018","22",13284.69
"D","11/11/2018","23",12388.94
"D","11/11/2018","24",11669.58
"D","11/12/2018","01",11533.72
"D","11/12/2018","02",11283.36
"D","11/12/2018","03",11359.06
"D","11/12/2018","04",11512.98
"D","11/12/2018","05",11774.28
"D","11/12/2018","06",12583.37
"D","11/12/2018","07",13655.72
"D","11/12/2018","08",14093.07
"D","11/12/2018","09",13916.55
"D","11/12/2018","10",13473.41
"D","11/12/2018","11",13145.44
"D","11/12/2018","12",12897.32
"D","11/12/2018","13",12794.02
"D","11/12/2018","14",13150.41
"D","11/12/2018","15",13627.66
"D","11/12/2018","16",14178.7
"D","11/12/2018","17",15261.34
"D","11/12/2018","18",16189.09
"D","11/12/2018","19",15957.04
"D","11/12/2018","20",15435.0
"D","11/12/2018","21",14697.37
"D","11/12/2018","22",13777.41
"D","11/12/2018","23",12702.05
"D","11/12/2018","24",11943.71
"D","11/13/2018","01",11478.03
"D","11/13/2018","02",11096.64
"D","11/13/2018","03",10925.95
"D","11/13/2018","04",10933.59
"D","11/13/2018","05",11271.8
"D","11/13/2018","06",12081.41
"D","11/13/2018","07",13187.59
"D","11/13/2018","08",14202.46
"D","11/13/2018","09",14563.44
"D","11/13/2018","10",14790.88
"D","11/13/2018","11",14905.11
"D","11/13/2018","12",14870.77
"D","11/13/2018","13",14689.98
"D","11/13/2018","14",14612.45
"D","11/13/2018","15",14543.16
"D","11/13/2018","16",14689.6
"D","11/13/2018","17",15421.15
"D","11/13/2018","18",16086.68
"D","11/13/2018","19",15903.9
"D","11/13/2018","20",15410.78
"D","11/13/2018","21",14781.09
"D","11/13/2018","22",13836.39
"D","11/13/2018","23",12664.12
"D","11/13/2018","24",11942.71
"D","11/14/2018","01",11595.53
"D","11/14/2018","02",11560.62
"D","11/14/2018","03",11449.89
"D","11/14/2018","04",11513.34
"D","11/14/2018","05",11656.2
"D","11/14/2018","06",12405.3
"D","11/14/2018","07",14069.28
"D","11/14/2018","08",14869.8
"D","11/14/2018","09",14794.63
"D","11/14/2018","10",14363.66
"D","11/14/2018","11",13942.05
