C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20201112_20201112.csv
C,Time period: 2020-11-12 to 2020-11-12
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2020-11-25 18:46:10 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2020-11-12,01,1998.2,2070.5
D,2020-11-12,02,1955.3,2002.0
D,2020-11-12,03,1902.3,1962.3
D,2020-11-12,04,1896.8,1956.8
D,2020-11-12,05,1931.3,1999.2
D,2020-11-12,06,2036.1,2136.1
D,2020-11-12,07,2212.4,2380.2
D,2020-11-12,08,2519.4,2580.2
D,2020-11-12,09,2633.1,2684.6
D,2020-11-12,10,2694.0,2732.4
D,2020-11-12,11,2628.6,2732.3
D,2020-11-12,12,2628.1,2738.8
D,2020-11-12,13,2617.2,2739.3
D,2020-11-12,14,2627.8,2703.9
D,2020-11-12,15,2595.9,2675.8
D,2020-11-12,16,2586.7,2679.7
D,2020-11-12,17,2690.0,2773.3
D,2020-11-12,18,2775.9,2836.3
D,2020-11-12,19,2744.3,2760.8
D,2020-11-12,20,2668.4,2645.7
D,2020-11-12,21,2538.5,2516.3
D,2020-11-12,22,2336.6,2362.9
D,2020-11-12,23,2206.8,2197.7
D,2020-11-12,24,2051.6,2044.6
T,24 lines
