"C","Real-Time Hourly System Load Report"
"C","Filename: rt_hourlysysload_20180111_20180125.csv"
"C","Report for: 01/11/2018 - 01/25/2018"
"C","Report generated: 04/13/2020 22:56:06 EDT"
"H","Date","Hour Ending","Total Load"
"H","Date","HE","MWh"
"D","01/11/2018","01",12699.05
"D","01/11/2018","02",12294.41
"D","01/11/2018","03",12092.96
"D","01/11/2018","04",12073.53
"D","01/11/2018","05",12386.07
"D","01/11/2018","06",13326.08
"D","01/11/2018","07",15006.51
"D","01/11/2018","08",15903.79
"D","01/11/2018","09",15881.39
"D","01/11/2018","10",15669.22
"D","01/11/2018","11",15516.92
"D","01/11/2018","12",15719.09
"D","01/11/2018","13",15647.81
"D","01/11/2018","14",15606.09
"D","01/11/2018","15",15484.72
"D","01/11/2018","16",15605.6
"D","01/11/2018","17",16205.31
"D","01/11/2018","18",16964.69
"D","01/11/2018","19",16855.03
"D","01/11/2018","20",16440.36
"D","01/11/2018","21",15874.51
"D","01/11/2018","22",15115.7
"D","01/11/2018","23",13847.72
"D","01/11/2018","24",13094.37
"D","01/12/2018","01",12738.1
"D","01/12/2018","02",12442.77
"D","01/12/2018","03",12360.41
"D","01/12/2018","04",12051.34
"D","01/12/2018","05",12568.44
"D","01/12/2018","06",13245.1
"D","01/12/2018","07",14448.99
"D","01/12/2018","08",14807.96
"D","01/12/2018","09",14984.71
"D","01/12/2018","10",15064.7
"D","01/12/2018","11",15109.39
"D","01/12/2018","12",15141.08
"D","01/12/2018","13",15355.73
"D","01/12/2018","14",15199.24
"D","01/12/2018","15",15094.45
"D","01/12/2018","16",15178.09
"D","01/12/2018","17",15702.22
"D","01/12/2018","18",16135.42
"D","01/12/2018","19",15824.5
"D","01/12/2018","20",15265.27
"D","01/12/2018","21",14646.0
"D","01/12/2018","22",13971.37
"D","01/12/2018","23",13359.06
"D","01/12/2018","24",12101.99
"D","01/13/2018","01",11355.44
"D","01/13/2018","02",10909.85
"D","01/13/2018","03",10579.91
"D","01/13/2018","04",10513.06
"D","01/13/2018","05",10866.33
"D","01/13/2018","06",11475.1
"D","01/13/2018","07",11923.98
"D","01/13/2018","08",12604.3
"D","01/13/2018","09",13031.95
"D","01/13/2018","10",13642.8
"D","01/13/2018","11",13764.78
"D","01/13/2018","12",13472.52
"D","01/13/2018","13",13262.41
"D","01/13/2018","14",13442.75
"D","01/13/2018","15",13990.85
"D","01/13/2018","16",14431.86
"D","01/13/2018","17",15375.76
"D","01/13/2018","18",16580.99
