"C","Real-Time Hourly System Load Report"
"C","Filename: rt_hourlysysload_20201103.csv"
"C","Report for: 11/03/2020 - 11/03/2020"
"C","Report generated: 11/10/2020 22:20:10 EST"
"H","Date","Hour Ending","Total Load"
"H","Date","HE","MWh"
"D","11/03/2020","01",11544.53
"D","11/03/2020","02",11305.94
"D","11/03/2020","03",11126.09
"D","11/03/2020","04",11116.71
"D","11/03/2020","05",11436.89
"D","11/03/2020","06",12066.05
"D","11/03/2020","07",12999.96
"D","11/03/2020","08",13799.33
"D","11/03/2020","09",13715.14
"D","11/03/2020","10",13391.11
"D","11/03/2020","11",12954.86
"D","11/03/2020","12",12635.56
"D","11/03/2020","13",12550.18
"D","11/03/2020","14",12889.45
"D","11/03/2020","15",13172.54
"D","11/03/2020","16",13934.76
"D","11/03/2020","17",14970.17
"D","11/03/2020","18",15965.46
"D","11/03/2020","19",15774.3
"D","11/03/2020","20",15201.34
"D","11/03/2020","21",14507.72
"D","11/03/2020","22",13684.59
"D","11/03/2020","23",12708.14
"D","11/03/2020","24",11886.41
"T","24 lines"
