"C","Real-Time Hourly System Load Report"
"C","Filename: rt_hourlysysload_20200413.csv"
"C","Report for: 04/13/2020 - 04/13/2020"
"C","Report generated: 04/30/2020 18:42:19 EDT"
"H","Date","Hour Ending","Total Load"
"H","Date","HE","MWh"
"D","04/13/2020","01",9349.45
"D","04/13/2020","02",9246.93
"D","04/13/2020","03",9345.24
"D","04/13/2020","04",9305.83
"D","04/13/2020","05",9273.95
"D","04/13/2020","06",9610.92
"D","04/13/2020","07",10464.37
"D","04/13/2020","08",11244.16
"D","04/13/2020","09",12152.88
"D","04/13/2020","10",12757.61
"D","04/13/2020","11",13201.93
"D","04/13/2020","12",13391.36
"D","04/13/2020","13",13457.91
"D","04/13/2020","14",13383.26
"D","04/13/2020","15",13122.35
"D","04/13/2020","16",12927.62
"D","04/13/2020","17",13057.8
"D","04/13/2020","18",13289.62
"D","04/13/2020","19",13045.69
"D","04/13/2020","20",12773.85
"D","04/13/2020","21",12289.7
"D","04/13/2020","22",11539.89
"D","04/13/2020","23",10720.53
"D","04/13/2020","24",9923.85
"T","24 lines"
