C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20170814_20170927.csv
C,Time period: 2017-08-14 to 2017-09-27
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2020-05-02 13:09:36 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2017-08-14,01,2412.7,2508.8
D,2017-08-14,02,2314.8,2369.0
D,2017-08-14,03,2225.3,2294.3
D,2017-08-14,04,2193.3,2261.0
D,2017-08-14,05,2231.4,2294.1
D,2017-08-14,06,2361.5,2423.4
D,2017-08-14,07,2603.5,2645.6
D,2017-08-14,08,2879.5,2901.0
D,2017-08-14,09,3050.2,3086.5
D,2017-08-14,10,3190.1,3220.4
D,2017-08-14,11,3309.2,3331.4
D,2017-08-14,12,3430.3,3433.9
D,2017-08-14,13,3505.8,3501.0
D,2017-08-14,14,3590.6,3615.7
D,2017-08-14,15,3653.0,3663.6
D,2017-08-14,16,3735.5,3691.8
D,2017-08-14,17,3770.2,3660.7
D,2017-08-14,18,3754.8,3618.1
D,2017-08-14,19,3610.8,3499.6
D,2017-08-14,20,3491.9,3432.8
D,2017-08-14,21,3442.9,3410.9
D,2017-08-14,22,3235.3,3238.2
D,2017-08-14,23,2967.4,2981.6
D,2017-08-14,24,2687.3,2725.9
D,2017-08-15,01,2510.5,2537.4
D,2017-08-15,02,2424.8,2407.6
D,2017-08-15,03,2326.7,2337.2
D,2017-08-15,04,2301.8,2312.8
D,2017-08-15,05,2329.9,2363.5
D,2017-08-15,06,2501.7,2533.4
D,2017-08-15,07,2686.7,2810.0
D,2017-08-15,08,2937.9,3065.0
D,2017-08-15,09,3156.4,3231.4
D,2017-08-15,10,3313.0,3337.6
D,2017-08-15,11,3444.6,3432.3
D,2017-08-15,12,3592.5,3560.7
D,2017-08-15,13,3670.3,3621.7
D,2017-08-15,14,3762.5,3642.0
D,2017-08-15,15,3802.3,3647.6
D,2017-08-15,16,3867.0,3606.8
D,2017-08-15,17,3899.8,3592.0
D,2017-08-15,18,3882.6,3559.4
D,2017-08-15,19,3717.6,3430.3
