C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20200430_20200430.csv
C,Time period: 2020-04-30 to 2020-04-30
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2020-05-11 12:02:23 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2020-04-30,01,1921.1,1952.4
D,2020-04-30,02,1841.4,1881.7
D,2020-04-30,03,1796.6,1846.8
D,2020-04-30,04,1793.3,1841.3
D,2020-04-30,05,1836.9,1870.8
D,2020-04-30,06,1965.1,1960.5
D,2020-04-30,07,2167.2,2113.3
D,2020-04-30,08,2322.6,2278.3
D,2020-04-30,09,2441.2,2410.4
D,2020-04-30,10,2468.3,2486.0
D,2020-04-30,11,2419.2,2548.2
D,2020-04-30,12,2443.9,2601.7
D,2020-04-30,13,2449.3,2622.4
D,2020-04-30,14,2435.7,2612.4
D,2020-04-30,15,2373.5,2533.3
D,2020-04-30,16,2439.0,2408.9
D,2020-04-30,17,2478.4,2426.5
D,2020-04-30,18,2537.7,2493.1
D,2020-04-30,19,2531.8,2510.8
D,2020-04-30,20,2514.5,2510.2
D,2020-04-30,21,2504.6,2476.5
D,2020-04-30,22,2361.0,2360.3
D,2020-04-30,23,2188.5,2220.4
D,2020-04-30,24,2023.9,2073.2
T,24 lines
