C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20210604_20210604.csv
C,Time period: 2021-06-04 to 2021-06-04
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2021-06-11 02:49:19 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2021-06-04,01,2235.7,2355.15
D,2021-06-04,02,2152.1,2242.69
D,2021-06-04,03,2099.8,2176.83
D,2021-06-04,04,2086.2,2147.73
D,2021-06-04,05,2094.0,2169.94
D,2021-06-04,06,2211.3,2279.26
D,2021-06-04,07,2406.5,2511.57
D,2021-06-04,08,2643.2,2749.93
D,2021-06-04,09,2832.6,2910.74
D,2021-06-04,10,2912.8,3035.45
D,2021-06-04,11,2946.5,3123.43
D,2021-06-04,12,2978.1,3180.05
D,2021-06-04,13,3021.5,3227.1
D,2021-06-04,14,3032.0,3247.33
D,2021-06-04,15,3072.3,3335.8
D,2021-06-04,16,3096.8,3328.9
D,2021-06-04,17,3140.2,3268.02
D,2021-06-04,18,3159.9,3189.68
D,2021-06-04,19,3080.3,3075.87
D,2021-06-04,20,3041.0,3010.33
D,2021-06-04,21,2991.5,2953.77
D,2021-06-04,22,2836.2,2856.13
D,2021-06-04,23,2655.5,2670.3
D,2021-06-04,24,2479.6,2469.6
T,24 lines
