"C","Real-Time Hourly System Load Report"
"C","Filename: rt_hourlysysload_20210825.csv"
"C","Report for: 08/25/2021 - 08/25/2021"
"C","Report generated: 10/09/2021 02:55:14 EDT"
"H","Date","Hour Ending","Total Load"
"H","Date","HE","MWh"
"D","08/25/2021","01",16303.74
"D","08/25/2021","02",15746.32
"D","08/25/2021","03",15102.47
"D","08/25/2021","04",14729.4
"D","08/25/2021","05",14686.13
"D","08/25/2021","06",15178.31
"D","08/25/2021","07",15920.48
"D","08/25/2021","08",16424.11
"D","08/25/2021","09",16817.49
"D","08/25/2021","10",17316.15
"D","08/25/2021","11",18071.81
"D","08/25/2021","12",18956.67
"D","08/25/2021","13",19871.44
"D","08/25/2021","14",20840.31
"D","08/25/2021","15",21625.23
"D","08/25/2021","16",22342.0
"D","08/25/2021","17",22910.6
"D","08/25/2021","18",23428.34
"D","08/25/2021","19",23164.65
"D","08/25/2021","20",22484.43
"D","08/25/2021","21",21609.85
"D","08/25/2021","22",20369.68
"D","08/25/2021","23",18624.25
"D","08/25/2021","24",17297.61
"T","24 lines"
