C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20201201_20201201.csv
C,Time period: 2020-12-01 to 2020-12-01
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2020-12-10 01:47:22 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2020-12-01,01,2064.7,2065.3
D,2020-12-01,02,1990.5,1998.9
D,2020-12-01,03,1940.8,1962.5
D,2020-12-01,04,1925.0,1947.5
D,2020-12-01,05,1963.0,1982.7
D,2020-12-01,06,2122.6,2103.2
D,2020-12-01,07,2399.2,2323.3
D,2020-12-01,08,2577.2,2511.5
D,2020-12-01,09,2694.2,2628.9
D,2020-12-01,10,2710.0,2659.1
D,2020-12-01,11,2688.1,2679.1
D,2020-12-01,12,2733.6,2726.0
D,2020-12-01,13,2744.1,2730.6
D,2020-12-01,14,2728.8,2657.6
D,2020-12-01,15,2715.5,2608.3
D,2020-12-01,16,2772.1,2641.9
D,2020-12-01,17,2939.9,2794.0
D,2020-12-01,18,3067.7,2928.0
D,2020-12-01,19,2954.7,2862.5
D,2020-12-01,20,2891.7,2768.8
D,2020-12-01,21,2745.8,2647.0
D,2020-12-01,22,2570.8,2497.2
D,2020-12-01,23,2372.9,2317.4
D,2020-12-01,24,2206.9,2156.2
T,24 lines
