"C","Real-Time Hourly System Load Report"
"C","Filename: rt_hourlysysload_20210621.csv"
"C","Report for: 06/21/2021 - 06/21/2021"
"C","Report generated: 06/29/2021 03:51:10 EDT"
"H","Date","Hour Ending","Total Load"
"H","Date","HE","MWh"
"D","06/21/2021","01",13855.11
"D","06/21/2021","02",13375.15
"D","06/21/2021","03",12891.46
"D","06/21/2021","04",12638.0
"D","06/21/2021","05",12745.31
"D","06/21/2021","06",13206.88
"D","06/21/2021","07",14147.72
"D","06/21/2021","08",15316.43
"D","06/21/2021","09",15988.57
"D","06/21/2021","10",16470.68
"D","06/21/2021","11",17169.96
"D","06/21/2021","12",17802.08
"D","06/21/2021","13",18463.04
"D","06/21/2021","14",19184.91
"D","06/21/2021","15",19650.24
"D","06/21/2021","16",19922.42
"D","06/21/2021","17",20316.95
"D","06/21/2021","18",20602.7
"D","06/21/2021","19",20474.49
"D","06/21/2021","20",19979.64
"D","06/21/2021","21",19407.72
"D","06/21/2021","22",18525.83
"D","06/21/2021","23",17079.73
"D","06/21/2021","24",15543.37
"T","24 lines"
