C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20201217_20201217.csv
C,Time period: 2020-12-17 to 2020-12-17
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2021-01-15 10:43:54 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2020-12-17,01,2426.8,2551.1
D,2020-12-17,02,2367.2,2498.18
D,2020-12-17,03,2339.3,2457.2
D,2020-12-17,04,2320.7,2460.21
D,2020-12-17,05,2402.0,2501.29
D,2020-12-17,06,2586.4,2618.96
D,2020-12-17,07,2887.2,2814.56
D,2020-12-17,08,3082.1,2994.04
D,2020-12-17,09,3221.4,3148.09
D,2020-12-17,10,3271.6,3238.32
D,2020-12-17,11,3298.4,3295.1
D,2020-12-17,12,3323.8,3343.79
D,2020-12-17,13,3326.4,3388.68
D,2020-12-17,14,3295.9,3374.36
D,2020-12-17,15,3288.7,3352.31
D,2020-12-17,16,3347.4,3358.14
D,2020-12-17,17,3501.4,3499.94
D,2020-12-17,18,3561.8,3602.48
D,2020-12-17,19,3445.8,3523.74
D,2020-12-17,20,3346.4,3409.18
D,2020-12-17,21,3236.1,3263.0
D,2020-12-17,22,3071.1,3096.11
D,2020-12-17,23,2856.9,2893.17
D,2020-12-17,24,2638.9,2705.44
T,24 lines
