C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20210314_20210314.csv
C,Time period: 2021-03-14 to 2021-03-14
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2021-03-30 10:18:26 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2021-03-14,01,1986.9,2155.46
D,2021-03-14,02,1945.4,2088.22
D,2021-03-14,04,1889.4,2048.91
D,2021-03-14,05,1912.4,2046.04
D,2021-03-14,06,1982.1,2089.82
D,2021-03-14,07,2036.3,2153.82
D,2021-03-14,08,2076.5,2201.59
D,2021-03-14,09,2110.9,2221.11
D,2021-03-14,10,2037.5,2221.47
D,2021-03-14,11,2071.4,2239.04
D,2021-03-14,12,2073.2,2268.16
D,2021-03-14,13,2077.8,2367.81
D,2021-03-14,14,2162.2,2364.02
D,2021-03-14,15,2160.5,2443.65
D,2021-03-14,16,2200.2,2538.08
D,2021-03-14,17,2290.8,2538.9
D,2021-03-14,18,2529.3,2638.48
D,2021-03-14,19,2600.9,2765.82
D,2021-03-14,20,2679.6,2897.16
D,2021-03-14,21,2660.8,2873.7
D,2021-03-14,22,2564.1,2775.12
D,2021-03-14,23,2418.2,2638.92
D,2021-03-14,24,2286.4,2495.78
T,23 lines
