C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20210814_20210814.csv
C,Time period: 2021-08-14 to 2021-08-14
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2021-09-25 18:02:43 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2021-08-14,01,3249.0,3416.91
D,2021-08-14,02,3082.8,3235.34
D,2021-08-14,03,2972.5,3126.92
D,2021-08-14,04,2879.3,3039.1
D,2021-08-14,05,2830.3,2990.34
D,2021-08-14,06,2878.3,2993.92
D,2021-08-14,07,2930.1,3066.93
D,2021-08-14,08,3061.9,3248.56
D,2021-08-14,09,3214.3,3518.54
D,2021-08-14,10,3437.7,3778.27
D,2021-08-14,11,3697.3,4027.58
D,2021-08-14,12,3850.2,4096.59
D,2021-08-14,13,3964.8,4208.23
D,2021-08-14,14,4045.6,4158.95
D,2021-08-14,15,4106.7,4217.22
D,2021-08-14,16,4128.8,4309.89
D,2021-08-14,17,4091.1,4364.16
D,2021-08-14,18,4060.9,4367.52
D,2021-08-14,19,3903.5,4256.37
D,2021-08-14,20,3721.3,4072.26
D,2021-08-14,21,3615.9,3896.49
D,2021-08-14,22,3429.2,3637.98
D,2021-08-14,23,3202.2,3363.93
D,2021-08-14,24,2965.0,3103.81
T,24 lines
