"C","Real-Time Hourly System Load Report"
"C","Filename: rt_hourlysysload_20171013_20171027.csv"
"C","Report for: 10/13/2017 - 10/27/2017"
"C","Report generated: 04/13/2020 22:54:33 EDT"
"H","Date","Hour Ending","Total Load"
"H","Date","HE","MWh"
"D","10/13/2017","01",10331.52
"D","10/13/2017","02",10151.06
"D","10/13/2017","03",9939.92
"D","10/13/2017","04",9909.0
"D","10/13/2017","05",10181.59
"D","10/13/2017","06",11117.14
"D","10/13/2017","07",12397.72
"D","10/13/2017","08",13318.12
"D","10/13/2017","09",13250.6
"D","10/13/2017","10",12928.1
"D","10/13/2017","11",12728.51
"D","10/13/2017","12",12589.35
"D","10/13/2017","13",12477.19
"D","10/13/2017","14",12555.66
"D","10/13/2017","15",12880.18
"D","10/13/2017","16",13054.35
"D","10/13/2017","17",13291.27
"D","10/13/2017","18",13760.45
"D","10/13/2017","19",14341.9
"D","10/13/2017","20",14233.33
"D","10/13/2017","21",13684.14
"D","10/13/2017","22",12902.31
"D","10/13/2017","23",12079.96
"D","10/13/2017","24",11321.67
"D","10/14/2017","01",10651.23
"D","10/14/2017","02",10164.56
"D","10/14/2017","03",9885.36
"D","10/14/2017","04",9776.02
"D","10/14/2017","05",9842.5
"D","10/14/2017","06",10188.19
"D","10/14/2017","07",10894.25
"D","10/14/2017","08",11643.99
"D","10/14/2017","09",12344.96
"D","10/14/2017","10",12436.83
"D","10/14/2017","11",12635.52
"D","10/14/2017","12",12568.61
"D","10/14/2017","13",12431.3
"D","10/14/2017","14",12328.06
"D","10/14/2017","15",12310.07
"D","10/14/2017","16",12445.5
"D","10/14/2017","17",12823.75
"D","10/14/2017","18",13313.82
"D","10/14/2017","19",13900.12
"D","10/14/2017","20",13783.69
"D","10/14/2017","21",13263.99
"D","10/14/2017","22",12576.33
"D","10/14/2017","23",11890.15
"D","10/14/2017","24",11086.8
"D","10/15/2017","01",10373.59
"D","10/15/2017","02",10132.15
"D","10/15/2017","03",9892.66
"D","10/15/2017","04",9761.28
"D","10/15/2017","05",9764.39
"D","10/15/2017","06",9978.62
"D","10/15/2017","07",10370.95
"D","10/15/2017","08",10688.03
"D","10/15/2017","09",11393.48
"D","10/15/2017","10",12044.32
"D","10/15/2017","11",12422.72
"D","10/15/2017","12",12682.84
"D","10/15/2017","13",12774.37
"D","10/15/2017","14",12784.2
"D","10/15/2017","15",12803.26
"D","10/15/2017","16",12958.02
"D","10/15/2017","17",13397.59
"D","10/15/2017","18",14022.58
"D","10/15/2017","19",14770.94
"D","10/15/2017","20",14719.83
"D","10/15/2017","21",14110.66
"D","10/15/2017","22",13202.23
"D","10/15/2017","23",12350.54
"D","10/15/2017","24",11383.56
"D","10/16/2017","01",10817.08
"D","10/16/2017","02",10566.92
"D","10/16/2017","03",10350.05
"D","10/16/2017","04",10289.4
"D","10/16/2017","05",10149.63
"D","10/16/2017","06",10816.16
"D","10/16/2017","07",12456.92
"D","10/16/2017","08",13413.79
"D","10/16/2017","09",13680.83
"D","10/16/2017","10",13823.14
"D","10/16/2017","11",13820.62
"D","10/16/2017","12",13695.27
"D","10/16/2017","13",13572.45
"D","10/16/2017","14",13601.71
"D","10/16/2017","15",13558.64
"D","10/16/2017","16",13505.34
"D","10/16/2017","17",13668.85
"D","10/16/2017","18",14248.56
"D","10/16/2017","19",14914.81
"D","10/16/2017","20",14768.73
"D","10/16/2017","21",14090.55
"D","10/16/2017","22",13054.28
"D","10/16/2017","23",11799.06
"D","10/16/2017","24",10694.19
"D","10/17/2017","01",9975.47
"D","10/17/2017","02",9588.1
"D","10/17/2017","03",9423.08
"D","10/17/2017","04",9426.04
"D","10/17/2017","05",9748.49
"D","10/17/2017","06",10779.77
"D","10/17/2017","07",12652.91
"D","10/17/2017","08",13662.7
"D","10/17/2017","09",13501.34
"D","10/17/2017","10",13041.23
"D","10/17/2017","11",12701.98
"D","10/17/2017","12",12471.75
"D","10/17/2017","13",12304.08
"D","10/17/2017","14",12301.19
"D","10/17/2017","15",12350.22
"D","10/17/2017","16",12627.02
"D","10/17/2017","17",13228.87
"D","10/17/2017","18",14039.52
"D","10/17/2017","19",14915.89
"D","10/17/2017","20",14886.52
"D","10/17/2017","21",14249.85
"D","10/17/2017","22",13248.97
"D","10/17/2017","23",11944.37
"D","10/17/2017","24",10822.11
"D","10/18/2017","01",10324.67
"D","10/18/2017","02",10193.0
"D","10/18/2017","03",10031.43
"D","10/18/2017","04",10021.25
"D","10/18/2017","05",10321.46
"D","10/18/2017","06",11209.18
"D","10/18/2017","07",12669.45
"D","10/18/2017","08",13596.45
"D","10/18/2017","09",13450.27
"D","10/18/2017","10",13067.72
"D","10/18/2017","11",12850.65
"D","10/18/2017","12",12736.66
"D","10/18/2017","13",12688.05
"D","10/18/2017","14",12809.94
"D","10/18/2017","15",12950.74
"D","10/18/2017","16",13228.62
"D","10/18/2017","17",13737.21
"D","10/18/2017","18",14325.38
"D","10/18/2017","19",14965.04
"D","10/18/2017","20",14705.69
"D","10/18/2017","21",14092.54
"D","10/18/2017","22",13078.36
"D","10/18/2017","23",11807.7
"D","10/18/2017","24",10688.36
"D","10/19/2017","01",10213.74
"D","10/19/2017","02",9837.14
"D","10/19/2017","03",9869.42
