C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20210526_20210526.csv
C,Time period: 2021-05-26 to 2021-05-26
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2021-05-29 17:05:03 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2021-05-26,01,2039.4,2084.34
D,2021-05-26,02,1934.1,1988.84
D,2021-05-26,03,1869.6,1939.12
D,2021-05-26,04,1860.0,1931.28
D,2021-05-26,05,1875.0,1969.91
D,2021-05-26,06,1985.1,2068.23
D,2021-05-26,07,2264.6,2305.44
D,2021-05-26,08,2525.9,2546.68
D,2021-05-26,09,2665.7,2744.06
D,2021-05-26,10,2775.3,2900.85
D,2021-05-26,11,2900.1,3045.55
D,2021-05-26,12,2997.8,3221.75
D,2021-05-26,13,3078.4,3406.93
D,2021-05-26,14,3233.6,3586.42
D,2021-05-26,15,3410.0,3733.18
D,2021-05-26,16,3499.1,3875.82
D,2021-05-26,17,3546.3,3956.05
D,2021-05-26,18,3621.2,3972.17
D,2021-05-26,19,3607.9,3858.97
D,2021-05-26,20,3508.6,3736.93
D,2021-05-26,21,3357.7,3561.96
D,2021-05-26,22,3207.1,3281.46
D,2021-05-26,23,2912.0,2995.64
D,2021-05-26,24,2609.3,2747.76
T,24 lines
