C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20200531_20200531.csv
C,Time period: 2020-05-31 to 2020-05-31
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2020-06-09 10:05:17 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2020-05-31,01,2084.6,2233.5
D,2020-05-31,02,1991.0,2110.4
D,2020-05-31,03,1933.7,2028.3
D,2020-05-31,04,1891.6,1967.2
D,2020-05-31,05,1872.8,1928.5
D,2020-05-31,06,1853.9,1894.3
D,2020-05-31,07,1842.1,1924.4
D,2020-05-31,08,1911.8,1954.5
D,2020-05-31,09,1943.7,1996.0
D,2020-05-31,10,1951.3,2027.8
D,2020-05-31,11,1997.0,2052.6
D,2020-05-31,12,2036.5,2080.5
D,2020-05-31,13,2064.3,2101.8
D,2020-05-31,14,2042.1,2106.5
D,2020-05-31,15,2047.1,2114.2
D,2020-05-31,16,2089.8,2149.3
D,2020-05-31,17,2149.3,2220.8
D,2020-05-31,18,2214.7,2311.2
D,2020-05-31,19,2400.8,2355.6
D,2020-05-31,20,2364.2,2338.3
D,2020-05-31,21,2334.6,2325.1
D,2020-05-31,22,2253.7,2249.5
D,2020-05-31,23,2170.3,2109.5
D,2020-05-31,24,2030.1,1964.6
T,24 lines
