C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20210910_20210910.csv
C,Time period: 2021-09-10 to 2021-09-10
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2021-10-16 18:31:05 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2021-09-10,01,2318.9,2468.63
D,2021-09-10,02,2190.3,2334.84
D,2021-09-10,03,2124.3,2248.79
D,2021-09-10,04,2081.8,2217.76
D,2021-09-10,05,2093.9,2246.37
D,2021-09-10,06,2188.7,2372.07
D,2021-09-10,07,2432.5,2595.33
D,2021-09-10,08,2624.9,2778.61
D,2021-09-10,09,2680.8,2892.64
D,2021-09-10,10,2739.2,2979.69
D,2021-09-10,11,2766.7,3029.85
D,2021-09-10,12,2814.4,3091.96
D,2021-09-10,13,2861.0,3123.51
D,2021-09-10,14,2939.3,3173.93
D,2021-09-10,15,2940.1,3130.42
D,2021-09-10,16,2982.0,3125.87
D,2021-09-10,17,2976.9,3110.12
D,2021-09-10,18,2996.7,3116.26
D,2021-09-10,19,2890.6,2974.73
D,2021-09-10,20,2803.3,2883.8
D,2021-09-10,21,2712.0,2764.66
D,2021-09-10,22,2562.8,2623.4
D,2021-09-10,23,2336.1,2451.72
D,2021-09-10,24,2153.2,2271.62
T,24 lines
