C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20200911_20200911.csv
C,Time period: 2020-09-11 to 2020-09-11
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2020-09-16 17:51:22 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2020-09-11,01,2456.1,2850.9
D,2020-09-11,02,2377.5,2708.1
D,2020-09-11,03,2284.8,2594.3
D,2020-09-11,04,2248.2,2519.2
D,2020-09-11,05,2241.9,2485.9
D,2020-09-11,06,2407.1,2552.6
D,2020-09-11,07,2698.9,2715.3
D,2020-09-11,08,2833.1,2828.6
D,2020-09-11,09,2885.8,2908.1
D,2020-09-11,10,2916.9,2927.9
D,2020-09-11,11,2946.2,2896.1
D,2020-09-11,12,2977.2,2866.8
D,2020-09-11,13,2963.0,2848.6
D,2020-09-11,14,2953.4,2806.7
D,2020-09-11,15,2914.1,2740.8
D,2020-09-11,16,2941.5,2713.5
D,2020-09-11,17,2969.5,2775.1
D,2020-09-11,18,2971.5,2795.0
D,2020-09-11,19,2899.0,2724.3
D,2020-09-11,20,2875.7,2693.3
D,2020-09-11,21,2772.6,2594.6
D,2020-09-11,22,2669.8,2467.1
D,2020-09-11,23,2538.6,2321.5
D,2020-09-11,24,2331.1,2164.7
T,24 lines
