"C","Real-Time Hourly System Load Report"
"C","Filename: rt_hourlysysload_20210129.csv"
"C","Report for: 01/29/2021 - 01/29/2021"
"C","Report generated: 02/04/2021 13:27:26 EST"
"H","Date","Hour Ending","Total Load"
"H","Date","HE","MWh"
"D","01/29/2021","01",14332.57
"D","01/29/2021","02",14328.03
"D","01/29/2021","03",14162.47
"D","01/29/2021","04",14310.26
"D","01/29/2021","05",14241.0
"D","01/29/2021","06",14962.26
"D","01/29/2021","07",16137.83
"D","01/29/2021","08",17301.99
"D","01/29/2021","09",17736.09
"D","01/29/2021","10",17626.69
"D","01/29/2021","11",17407.4
"D","01/29/2021","12",17187.83
"D","01/29/2021","13",17014.36
"D","01/29/2021","14",16968.74
"D","01/29/2021","15",16983.6
"D","01/29/2021","16",17177.79
"D","01/29/2021","17",17739.68
"D","01/29/2021","18",18654.43
"D","01/29/2021","19",18627.7
"D","01/29/2021","20",18186.88
"D","01/29/2021","21",17525.28
"D","01/29/2021","22",16757.72
"D","01/29/2021","23",15810.89
"D","01/29/2021","24",14953.56
"T","24 lines"
