C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20200715_20200715.csv
C,Time period: 2020-07-15 to 2020-07-15
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2020-07-18 15:18:52 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2020-07-15,01,2380.6,2452.9
D,2020-07-15,02,2248.8,2342.2
D,2020-07-15,03,2169.0,2274.6
D,2020-07-15,04,2140.5,2244.7
D,2020-07-15,05,2154.1,2261.8
D,2020-07-15,06,2256.1,2339.2
D,2020-07-15,07,2460.0,2513.8
D,2020-07-15,08,2646.4,2678.9
D,2020-07-15,09,2707.7,2813.6
D,2020-07-15,10,2803.1,2898.0
D,2020-07-15,11,2898.1,2956.3
D,2020-07-15,12,2964.8,2977.3
D,2020-07-15,13,3043.0,3016.9
D,2020-07-15,14,3077.2,3044.4
D,2020-07-15,15,3069.5,3042.7
D,2020-07-15,16,3147.2,3039.3
D,2020-07-15,17,3183.8,3086.6
D,2020-07-15,18,3214.5,3114.8
D,2020-07-15,19,3149.2,3050.4
D,2020-07-15,20,3010.8,2927.4
D,2020-07-15,21,2951.7,2830.9
D,2020-07-15,22,2810.1,2739.9
D,2020-07-15,23,2640.2,2566.6
D,2020-07-15,24,2396.1,2382.9
T,24 lines
