"C","Real-Time Hourly System Load Report"
"C","Filename: rt_hourlysysload_20200830.csv"
"C","Report for: 08/30/2020 - 08/30/2020"
"C","Report generated: 09/06/2020 07:51:06 EDT"
"H","Date","Hour Ending","Total Load"
"H","Date","HE","MWh"
"D","08/30/2020","01",12244.56
"D","08/30/2020","02",11657.25
"D","08/30/2020","03",11485.34
"D","08/30/2020","04",11300.24
"D","08/30/2020","05",11079.16
"D","08/30/2020","06",11094.96
"D","08/30/2020","07",11225.26
"D","08/30/2020","08",11588.06
"D","08/30/2020","09",11977.27
"D","08/30/2020","10",12320.89
"D","08/30/2020","11",12242.8
"D","08/30/2020","12",12158.72
"D","08/30/2020","13",12065.25
"D","08/30/2020","14",12040.61
"D","08/30/2020","15",12121.99
"D","08/30/2020","16",12726.52
"D","08/30/2020","17",13214.93
"D","08/30/2020","18",14029.46
"D","08/30/2020","19",14332.92
"D","08/30/2020","20",14178.14
"D","08/30/2020","21",13885.15
"D","08/30/2020","22",13005.69
"D","08/30/2020","23",11962.03
"D","08/30/2020","24",10965.84
"T","24 lines"
