C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20210508_20210508.csv
C,Time period: 2021-05-08 to 2021-05-08
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2021-05-18 07:45:24 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2021-05-08,01,1997.4,1921.59
D,2021-05-08,02,1945.7,1849.36
D,2021-05-08,03,1890.4,1809.0
D,2021-05-08,04,1869.3,1797.28
D,2021-05-08,05,1865.2,1809.13
D,2021-05-08,06,1907.6,1854.6
D,2021-05-08,07,1932.6,1927.66
D,2021-05-08,08,2093.0,2002.25
D,2021-05-08,09,2212.0,2120.04
D,2021-05-08,10,2223.1,2188.99
D,2021-05-08,11,2269.0,2224.62
D,2021-05-08,12,2265.0,2219.03
D,2021-05-08,13,2250.2,2181.56
D,2021-05-08,14,2219.7,2161.81
D,2021-05-08,15,2205.5,2140.04
D,2021-05-08,16,2210.0,2130.61
D,2021-05-08,17,2251.5,2161.57
D,2021-05-08,18,2318.3,2227.08
D,2021-05-08,19,2362.1,2289.43
D,2021-05-08,20,2386.9,2324.59
D,2021-05-08,21,2405.2,2337.87
D,2021-05-08,22,2304.3,2255.48
D,2021-05-08,23,2178.4,2134.65
D,2021-05-08,24,2044.4,1998.1
T,24 lines
