C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20200528_20200528.csv
C,Time period: 2020-05-28 to 2020-05-28
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2020-06-09 09:59:19 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2020-05-28,01,2176.5,2373.8
D,2020-05-28,02,2094.1,2245.5
D,2020-05-28,03,2030.2,2166.7
D,2020-05-28,04,2012.8,2122.9
D,2020-05-28,05,2030.0,2125.5
D,2020-05-28,06,2141.7,2192.1
D,2020-05-28,07,2364.5,2343.2
D,2020-05-28,08,2592.8,2546.8
D,2020-05-28,09,2772.3,2725.0
D,2020-05-28,10,2752.9,2879.5
D,2020-05-28,11,2736.3,2995.8
D,2020-05-28,12,2857.9,3085.3
D,2020-05-28,13,2929.2,3172.2
D,2020-05-28,14,2956.9,3210.9
D,2020-05-28,15,2987.5,3240.8
D,2020-05-28,16,2996.5,3238.1
D,2020-05-28,17,3130.1,3235.9
D,2020-05-28,18,3173.0,3219.5
D,2020-05-28,19,3116.4,3154.0
D,2020-05-28,20,2998.9,3093.1
D,2020-05-28,21,2944.6,3054.0
D,2020-05-28,22,2774.8,2945.7
D,2020-05-28,23,2550.2,2765.2
D,2020-05-28,24,2335.9,2573.6
T,24 lines
