"C","Real-Time Hourly System Load Report"
"C","Filename: rt_hourlysysload_20210618.csv"
"C","Report for: 06/18/2021 - 06/18/2021"
"C","Report generated: 06/23/2021 16:47:15 EDT"
"H","Date","Hour Ending","Total Load"
"H","Date","HE","MWh"
"D","06/18/2021","01",11339.24
"D","06/18/2021","02",11013.21
"D","06/18/2021","03",10909.89
"D","06/18/2021","04",10736.42
"D","06/18/2021","05",10851.91
"D","06/18/2021","06",11069.15
"D","06/18/2021","07",11361.57
"D","06/18/2021","08",11798.06
"D","06/18/2021","09",12019.61
"D","06/18/2021","10",12027.32
"D","06/18/2021","11",12136.03
"D","06/18/2021","12",12359.19
"D","06/18/2021","13",12624.07
"D","06/18/2021","14",13084.82
"D","06/18/2021","15",13667.23
"D","06/18/2021","16",14395.73
"D","06/18/2021","17",15300.65
"D","06/18/2021","18",16080.72
"D","06/18/2021","19",16027.63
"D","06/18/2021","20",15587.9
"D","06/18/2021","21",15302.86
"D","06/18/2021","22",14821.97
"D","06/18/2021","23",13821.28
"D","06/18/2021","24",12734.03
"T","24 lines"
