C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20201023_20201023.csv
C,Time period: 2020-10-23 to 2020-10-23
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2020-10-29 15:55:14 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2020-10-23,01,1887.7,1964.8
D,2020-10-23,02,1813.7,1882.3
D,2020-10-23,03,1765.7,1836.6
D,2020-10-23,04,1760.0,1824.5
D,2020-10-23,05,1792.7,1860.6
D,2020-10-23,06,1939.3,1988.4
D,2020-10-23,07,2197.3,2212.3
D,2020-10-23,08,2385.7,2407.7
D,2020-10-23,09,2506.5,2524.5
D,2020-10-23,10,2528.0,2574.0
D,2020-10-23,11,2541.7,2582.0
D,2020-10-23,12,2550.4,2587.9
D,2020-10-23,13,2538.8,2600.1
D,2020-10-23,14,2541.6,2587.6
D,2020-10-23,15,2540.5,2590.9
D,2020-10-23,16,2578.7,2579.7
D,2020-10-23,17,2645.4,2597.9
D,2020-10-23,18,2725.5,2643.0
D,2020-10-23,19,2745.8,2668.6
D,2020-10-23,20,2659.8,2587.8
D,2020-10-23,21,2533.2,2472.6
D,2020-10-23,22,2339.7,2347.5
D,2020-10-23,23,2186.0,2203.7
D,2020-10-23,24,2009.4,2062.5
T,24 lines
