C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20210902_20210902.csv
C,Time period: 2021-09-02 to 2021-09-02
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2021-10-15 21:52:35 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2021-09-02,01,2251.3,2211.05
D,2021-09-02,02,2119.7,2109.34
D,2021-09-02,03,2050.6,2073.49
D,2021-09-02,04,2027.8,2060.39
D,2021-09-02,05,2049.3,2078.26
D,2021-09-02,06,2170.4,2184.88
D,2021-09-02,07,2436.2,2413.13
D,2021-09-02,08,2612.9,2603.83
D,2021-09-02,09,2686.1,2732.56
D,2021-09-02,10,2762.5,2777.73
D,2021-09-02,11,2814.4,2803.26
D,2021-09-02,12,2830.6,2840.56
D,2021-09-02,13,2785.8,2910.22
D,2021-09-02,14,2785.5,2880.83
D,2021-09-02,15,2785.3,2891.3
D,2021-09-02,16,2773.3,2947.48
D,2021-09-02,17,2771.9,2997.61
D,2021-09-02,18,2792.4,3017.28
D,2021-09-02,19,2768.7,2928.0
D,2021-09-02,20,2750.6,2881.17
D,2021-09-02,21,2686.3,2783.34
D,2021-09-02,22,2501.3,2632.21
D,2021-09-02,23,2303.9,2443.78
D,2021-09-02,24,2095.6,2254.49
T,24 lines
