C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20190506_20190619.csv
C,Time period: 2019-05-06 to 2019-06-19
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2020-05-02 13:15:05 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2019-05-06,01,1910.3,1940.0
D,2019-05-06,02,1849.3,1867.8
D,2019-05-06,03,1853.4,1837.8
D,2019-05-06,04,1856.3,1836.7
D,2019-05-06,05,1893.6,1892.4
D,2019-05-06,06,2022.1,2068.0
D,2019-05-06,07,2304.7,2365.3
D,2019-05-06,08,2527.4,2572.4
D,2019-05-06,09,2599.3,2620.1
D,2019-05-06,10,2625.9,2623.2
D,2019-05-06,11,2596.7,2630.7
D,2019-05-06,12,2542.7,2562.1
D,2019-05-06,13,2566.3,2523.0
D,2019-05-06,14,2567.7,2509.4
D,2019-05-06,15,2572.9,2489.5
D,2019-05-06,16,2578.0,2503.9
D,2019-05-06,17,2613.4,2524.3
D,2019-05-06,18,2656.4,2572.0
D,2019-05-06,19,2652.9,2579.8
D,2019-05-06,20,2675.4,2607.9
D,2019-05-06,21,2624.6,2626.8
D,2019-05-06,22,2529.5,2490.1
D,2019-05-06,23,2256.0,2287.6
D,2019-05-06,24,2049.8,2080.0
D,2019-05-07,01,1959.8,1948.9
D,2019-05-07,02,1878.9,1867.3
D,2019-05-07,03,1838.9,1838.8
D,2019-05-07,04,1860.0,1841.2
D,2019-05-07,05,1892.6,1890.9
D,2019-05-07,06,2031.7,2053.0
D,2019-05-07,07,2285.9,2333.9
D,2019-05-07,08,2515.3,2488.6
D,2019-05-07,09,2574.7,2523.3
D,2019-05-07,10,2571.7,2550.4
D,2019-05-07,11,2619.4,2565.7
D,2019-05-07,12,2570.0,2630.3
D,2019-05-07,13,2585.7,2601.8
D,2019-05-07,14,2595.0,2618.3
D,2019-05-07,15,2633.3,2638.2
D,2019-05-07,16,2646.1,2686.6
D,2019-05-07,17,2675.7,2713.7
D,2019-05-07,18,2714.4,2768.9
D,2019-05-07,19,2687.8,2759.3
D,2019-05-07,20,2666.0,2752.9
D,2019-05-07,21,2603.6,2682.4
D,2019-05-07,22,2554.0,2523.7
D,2019-05-07,23,2313.4,2307.1
D,2019-05-07,24,2042.7,2104.3
D,2019-05-08,01,1937.5,1969.2
D,2019-05-08,02,1870.2,1876.3
D,2019-05-08,03,1850.1,1822.2
D,2019-05-08,04,1824.7,1807.9
D,2019-05-08,05,1857.9,1846.6
D,2019-05-08,06,1993.4,1988.6
D,2019-05-08,07,2271.0,2262.1
D,2019-05-08,08,2490.6,2442.3
D,2019-05-08,09,2543.8,2499.0
D,2019-05-08,10,2556.4,2522.7
D,2019-05-08,11,2581.3,2529.8
D,2019-05-08,12,2500.3,2528.8
D,2019-05-08,13,2533.9,2532.7
D,2019-05-08,14,2537.1,2518.9
D,2019-05-08,15,2558.7,2504.8
D,2019-05-08,16,2576.8,2522.2
D,2019-05-08,17,2670.1,2567.1
D,2019-05-08,18,2673.8,2611.0
D,2019-05-08,19,2699.2,2589.9
D,2019-05-08,20,2711.6,2605.7
D,2019-05-08,21,2728.3,2628.1
D,2019-05-08,22,2600.9,2489.2
D,2019-05-08,23,2317.7,2270.2
D,2019-05-08,24,2063.9,2065.2
D,2019-05-09,01,1989.9,1926.0
D,2019-05-09,02,1920.7,1845.7
D,2019-05-09,03,1892.8,1805.7
D,2019-05-09,04,1901.8,1803.1
D,2019-05-09,05,1903.4,1854.8
D,2019-05-09,06,2061.5,2011.7
D,2019-05-09,07,2339.6,2282.7
D,2019-05-09,08,2557.5,2447.4
D,2019-05-09,09,2612.0,2489.2
D,2019-05-09,10,2603.9,2487.6
D,2019-05-09,11,2616.5,2492.7
D,2019-05-09,12,2548.6,2467.7
D,2019-05-09,13,2571.4,2463.7
D,2019-05-09,14,2578.9,2459.2
D,2019-05-09,15,2594.1,2466.0
D,2019-05-09,16,2617.6,2504.8
D,2019-05-09,17,2641.0,2536.6
D,2019-05-09,18,2664.5,2548.8
D,2019-05-09,19,2667.5,2535.3
D,2019-05-09,20,2693.1,2584.9
D,2019-05-09,21,2704.1,2589.5
D,2019-05-09,22,2525.9,2463.9
D,2019-05-09,23,2291.8,2267.0
D,2019-05-09,24,2075.1,2064.5
D,2019-05-10,01,1948.6,1926.4
D,2019-05-10,02,1858.7,1849.4
D,2019-05-10,03,1819.3,1809.5
D,2019-05-10,04,1855.4,1803.6
D,2019-05-10,05,1884.7,1845.4
D,2019-05-10,06,2071.5,2006.0
D,2019-05-10,07,2374.1,2298.2
D,2019-05-10,08,2593.5,2510.1
D,2019-05-10,09,2687.8,2588.2
D,2019-05-10,10,2718.7,2591.6
D,2019-05-10,11,2762.5,2649.7
D,2019-05-10,12,2753.2,2692.2
D,2019-05-10,13,2706.1,2702.1
D,2019-05-10,14,2702.5,2697.0
D,2019-05-10,15,2709.8,2687.7
D,2019-05-10,16,2659.5,2668.8
D,2019-05-10,17,2677.2,2700.4
D,2019-05-10,18,2683.3,2695.7
D,2019-05-10,19,2625.9,2611.7
D,2019-05-10,20,2636.7,2593.8
D,2019-05-10,21,2553.3,2582.5
D,2019-05-10,22,2500.9,2473.8
D,2019-05-10,23,2312.0,2312.5
D,2019-05-10,24,2069.4,2132.3
D,2019-05-11,01,1946.3,2004.9
D,2019-05-11,02,1858.3,1919.0
D,2019-05-11,03,1799.4,1859.6
D,2019-05-11,04,1785.7,1816.5
D,2019-05-11,05,1785.2,1809.9
D,2019-05-11,06,1793.2,1839.5
D,2019-05-11,07,1882.1,1923.8
D,2019-05-11,08,2028.0,2030.5
D,2019-05-11,09,2192.8,2149.6
D,2019-05-11,10,2255.4,2220.8
D,2019-05-11,11,2290.8,2219.4
D,2019-05-11,12,2249.0,2209.3
D,2019-05-11,13,2230.0,2198.7
D,2019-05-11,14,2213.9,2166.2
D,2019-05-11,15,2226.5,2154.3
D,2019-05-11,16,2239.5,2169.4
D,2019-05-11,17,2246.8,2221.6
D,2019-05-11,18,2283.0,2292.0
D,2019-05-11,19,2318.6,2340.3
D,2019-05-11,20,2333.5,2358.7
D,2019-05-11,21,2356.2,2388.5
D,2019-05-11,22,2327.8,2322.8
D,2019-05-11,23,2141.6,2186.2
D,2019-05-11,24,1968.7,2034.9
D,2019-05-12,01,1933.4,1907.1
D,2019-05-12,02,1843.2,1821.2
D,2019-05-12,03,1804.1,1775.0
D,2019-05-12,04,1756.7,1754.5
D,2019-05-12,05,1763.0,1753.8
D,2019-05-12,06,1784.6,1779.4
D,2019-05-12,07,1837.8,1852.8
D,2019-05-12,08,2016.5,1978.5
D,2019-05-12,09,2151.9,2118.0
D,2019-05-12,10,2298.9,2221.4
D,2019-05-12,11,2380.3,2303.4
D,2019-05-12,12,2443.4,2350.9
D,2019-05-12,13,2438.2,2362.1
D,2019-05-12,14,2441.5,2341.6
D,2019-05-12,15,2373.9,2348.1
D,2019-05-12,16,2374.9,2366.4
D,2019-05-12,17,2349.0,2391.5
D,2019-05-12,18,2418.7,2440.5
D,2019-05-12,19,2540.1,2482.4
D,2019-05-12,20,2549.1,2514.1
D,2019-05-12,21,2549.9,2516.6
D,2019-05-12,22,2505.8,2397.2
D,2019-05-12,23,2238.2,2227.5
D,2019-05-12,24,2048.2,2062.2
D,2019-05-13,01,1914.0,1944.4
D,2019-05-13,02,1853.1,1874.4
D,2019-05-13,03,1844.2,1842.7
D,2019-05-13,04,1844.1,1848.3
D,2019-05-13,05,1844.3,1903.7
D,2019-05-13,06,2009.4,2063.7
D,2019-05-13,07,2371.8,2333.6
D,2019-05-13,08,2604.4,2496.8
D,2019-05-13,09,2665.6,2538.7
D,2019-05-13,10,2703.5,2581.2
D,2019-05-13,11,2693.4,2609.6
D,2019-05-13,12,2651.4,2593.6
D,2019-05-13,13,2607.4,2611.1
D,2019-05-13,14,2646.6,2599.6
D,2019-05-13,15,2630.0,2575.0
D,2019-05-13,16,2632.7,2616.1
D,2019-05-13,17,2707.0,2693.1
D,2019-05-13,18,2729.9,2749.9
D,2019-05-13,19,2811.9,2774.4
D,2019-05-13,20,2824.1,2770.2
D,2019-05-13,21,2768.1,2714.9
D,2019-05-13,22,2630.1,2550.4
D,2019-05-13,23,2427.9,2342.9
D,2019-05-13,24,2148.9,2151.8
D,2019-05-14,01,2057.4,2026.6
D,2019-05-14,02,1989.5,1946.9
