"C","Real-Time Hourly System Load Report"
"C","Filename: rt_hourlysysload_20170630_20170714.csv"
"C","Report for: 06/30/2017 - 07/14/2017"
"C","Report generated: 04/13/2020 22:52:58 EDT"
"H","Date","Hour Ending","Total Load"
"H","Date","HE","MWh"
"D","06/30/2017","01",11953.17
"D","06/30/2017","02",11823.18
"D","06/30/2017","03",11767.54
"D","06/30/2017","04",11681.62
"D","06/30/2017","05",11787.06
"D","06/30/2017","06",11994.78
"D","06/30/2017","07",12924.0
"D","06/30/2017","08",14307.14
"D","06/30/2017","09",15222.95
"D","06/30/2017","10",15827.74
"D","06/30/2017","11",16361.05
"D","06/30/2017","12",16704.08
"D","06/30/2017","13",17158.25
"D","06/30/2017","14",17804.57
"D","06/30/2017","15",18467.42
"D","06/30/2017","16",18965.88
"D","06/30/2017","17",19536.1
"D","06/30/2017","18",19661.61
"D","06/30/2017","19",19071.51
"D","06/30/2017","20",18363.7
"D","06/30/2017","21",17782.58
"D","06/30/2017","22",17021.63
"D","06/30/2017","23",15797.61
"D","06/30/2017","24",14337.67
"D","07/01/2017","01",13340.77
"D","07/01/2017","02",12699.75
"D","07/01/2017","03",12461.01
"D","07/01/2017","04",12154.28
"D","07/01/2017","05",12058.58
"D","07/01/2017","06",12329.33
"D","07/01/2017","07",12673.62
"D","07/01/2017","08",13417.82
"D","07/01/2017","09",14648.66
"D","07/01/2017","10",15420.05
"D","07/01/2017","11",16419.08
"D","07/01/2017","12",17307.61
"D","07/01/2017","13",17903.57
"D","07/01/2017","14",18179.99
"D","07/01/2017","15",18283.38
"D","07/01/2017","16",18326.84
"D","07/01/2017","17",18253.66
"D","07/01/2017","18",18127.11
"D","07/01/2017","19",17833.83
"D","07/01/2017","20",17454.22
"D","07/01/2017","21",17242.17
"D","07/01/2017","22",16743.28
"D","07/01/2017","23",15935.32
"D","07/01/2017","24",14783.1
"D","07/02/2017","01",13815.29
"D","07/02/2017","02",13566.08
"D","07/02/2017","03",13078.63
"D","07/02/2017","04",12745.04
"D","07/02/2017","05",12685.34
"D","07/02/2017","06",12760.83
"D","07/02/2017","07",13085.28
"D","07/02/2017","08",13707.46
"D","07/02/2017","09",14405.97
"D","07/02/2017","10",15028.46
"D","07/02/2017","11",15732.89
"D","07/02/2017","12",16311.87
"D","07/02/2017","13",16784.26
"D","07/02/2017","14",17194.48
"D","07/02/2017","15",17597.47
"D","07/02/2017","16",18072.16
"D","07/02/2017","17",18624.88
"D","07/02/2017","18",19076.25
"D","07/02/2017","19",19127.88
"D","07/02/2017","20",18582.23
"D","07/02/2017","21",18000.78
"D","07/02/2017","22",17507.63
"D","07/02/2017","23",16264.92
"D","07/02/2017","24",15101.36
"D","07/03/2017","01",14211.78
"D","07/03/2017","02",13672.94
"D","07/03/2017","03",13400.44
"D","07/03/2017","04",13312.82
"D","07/03/2017","05",13310.68
"D","07/03/2017","06",13567.14
"D","07/03/2017","07",14229.6
"D","07/03/2017","08",14864.05
"D","07/03/2017","09",15530.71
"D","07/03/2017","10",16402.8
"D","07/03/2017","11",17042.43
"D","07/03/2017","12",17643.82
"D","07/03/2017","13",17949.51
"D","07/03/2017","14",18258.63
"D","07/03/2017","15",18497.55
"D","07/03/2017","16",18828.97
"D","07/03/2017","17",19285.2
"D","07/03/2017","18",19535.74
"D","07/03/2017","19",19261.65
"D","07/03/2017","20",18426.87
"D","07/03/2017","21",17503.44
"D","07/03/2017","22",16721.74
"D","07/03/2017","23",15360.07
"D","07/03/2017","24",14248.07
"D","07/04/2017","01",13317.34
"D","07/04/2017","02",12677.32
"D","07/04/2017","03",12365.88
"D","07/04/2017","04",12218.66
"D","07/04/2017","05",12112.47
"D","07/04/2017","06",12046.32
"D","07/04/2017","07",12191.44
"D","07/04/2017","08",12439.08
"D","07/04/2017","09",13007.01
"D","07/04/2017","10",13515.36
"D","07/04/2017","11",14171.82
"D","07/04/2017","12",14713.99
"D","07/04/2017","13",15187.08
"D","07/04/2017","14",15492.84
"D","07/04/2017","15",15727.68
