C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20200609_20200609.csv
C,Time period: 2020-06-09 to 2020-06-09
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2020-06-15 07:24:46 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2020-06-09,01,2004.2,2061.7
D,2020-06-09,02,1939.9,1961.4
D,2020-06-09,03,1883.6,1907.3
D,2020-06-09,04,1866.0,1874.4
D,2020-06-09,05,1893.8,1898.4
D,2020-06-09,06,1996.6,1989.0
D,2020-06-09,07,2155.1,2155.9
D,2020-06-09,08,2419.6,2313.6
D,2020-06-09,09,2472.2,2442.2
D,2020-06-09,10,2544.5,2527.4
D,2020-06-09,11,2610.5,2566.6
D,2020-06-09,12,2690.2,2620.7
D,2020-06-09,13,2747.6,2679.7
D,2020-06-09,14,2790.9,2706.0
D,2020-06-09,15,2819.6,2768.3
D,2020-06-09,16,2793.4,2837.2
D,2020-06-09,17,2859.5,2861.8
D,2020-06-09,18,2928.4,2879.0
D,2020-06-09,19,3009.2,2837.8
D,2020-06-09,20,2929.4,2785.0
D,2020-06-09,21,2870.4,2739.5
D,2020-06-09,22,2750.5,2592.3
D,2020-06-09,23,2579.1,2425.3
D,2020-06-09,24,2353.1,2245.0
T,24 lines
