C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20200505_20200505.csv
C,Time period: 2020-05-05 to 2020-05-05
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2020-05-12 20:27:58 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2020-05-05,01,1939.5,1849.1
D,2020-05-05,02,1855.3,1780.2
D,2020-05-05,03,1825.7,1747.7
D,2020-05-05,04,1824.0,1737.4
D,2020-05-05,05,1879.5,1765.7
D,2020-05-05,06,1938.8,1844.9
D,2020-05-05,07,2130.8,1984.9
D,2020-05-05,08,2264.1,2100.9
D,2020-05-05,09,2269.3,2152.7
D,2020-05-05,10,2235.2,2150.9
D,2020-05-05,11,2239.3,2132.3
D,2020-05-05,12,2233.3,2154.1
D,2020-05-05,13,2257.9,2172.1
D,2020-05-05,14,2228.6,2153.9
D,2020-05-05,15,2226.4,2139.4
D,2020-05-05,16,2267.1,2150.5
D,2020-05-05,17,2326.5,2196.1
D,2020-05-05,18,2381.7,2284.4
D,2020-05-05,19,2607.1,2330.9
D,2020-05-05,20,2555.9,2341.7
D,2020-05-05,21,2540.4,2350.9
D,2020-05-05,22,2449.8,2243.2
D,2020-05-05,23,2243.6,2107.8
D,2020-05-05,24,2062.0,1970.9
T,24 lines
