"C","Real-Time Hourly System Load Report"
"C","Filename: rt_hourlysysload_20191210_20191224.csv"
"C","Report for: 12/10/2019 - 12/24/2019"
"C","Report generated: 05/01/2020 16:57:36 EDT"
"H","Date","Hour Ending","Total Load"
"H","Date","HE","MWh"
"D","12/10/2019","01",11494.07
"D","12/10/2019","02",10882.26
"D","12/10/2019","03",10543.76
"D","12/10/2019","04",10745.77
"D","12/10/2019","05",10891.15
"D","12/10/2019","06",11197.05
"D","12/10/2019","07",12874.47
"D","12/10/2019","08",13853.39
"D","12/10/2019","09",13952.83
"D","12/10/2019","10",13945.79
"D","12/10/2019","11",13997.1
"D","12/10/2019","12",14006.8
"D","12/10/2019","13",14138.37
"D","12/10/2019","14",14217.27
"D","12/10/2019","15",14256.52
"D","12/10/2019","16",14489.7
"D","12/10/2019","17",15312.11
"D","12/10/2019","18",15852.79
"D","12/10/2019","19",15704.28
"D","12/10/2019","20",15296.16
"D","12/10/2019","21",14711.55
"D","12/10/2019","22",13854.28
"D","12/10/2019","23",12947.58
"D","12/10/2019","24",12147.02
"D","12/11/2019","01",11494.74
"D","12/11/2019","02",10988.64
"D","12/11/2019","03",10880.7
"D","12/11/2019","04",11011.12
"D","12/11/2019","05",11424.29
"D","12/11/2019","06",12205.58
"D","12/11/2019","07",13860.37
"D","12/11/2019","08",15030.04
"D","12/11/2019","09",15520.87
"D","12/11/2019","10",15821.29
"D","12/11/2019","11",15852.47
"D","12/11/2019","12",15574.9
"D","12/11/2019","13",15117.02
"D","12/11/2019","14",14963.42
"D","12/11/2019","15",15018.7
"D","12/11/2019","16",15394.04
"D","12/11/2019","17",16507.75
"D","12/11/2019","18",17424.41
"D","12/11/2019","19",17362.11
"D","12/11/2019","20",17039.63
"D","12/11/2019","21",16465.24
"D","12/11/2019","22",15559.32
"D","12/11/2019","23",14320.78
"D","12/11/2019","24",13151.08
"D","12/12/2019","01",12432.62
"D","12/12/2019","02",12334.78
"D","12/12/2019","03",12237.1
"D","12/12/2019","04",12305.2
"D","12/12/2019","05",12738.28
"D","12/12/2019","06",13587.66
"D","12/12/2019","07",15384.07
"D","12/12/2019","08",16366.62
"D","12/12/2019","09",16360.37
"D","12/12/2019","10",16050.0
"D","12/12/2019","11",15798.8
"D","12/12/2019","12",15493.02
"D","12/12/2019","13",15216.54
"D","12/12/2019","14",15676.35
"D","12/12/2019","15",15664.16
"D","12/12/2019","16",15780.61
"D","12/12/2019","17",16845.9
"D","12/12/2019","18",17572.95
"D","12/12/2019","19",17506.97
"D","12/12/2019","20",17280.65
"D","12/12/2019","21",16807.58
"D","12/12/2019","22",15944.5
"D","12/12/2019","23",14681.62
