"C","Real-Time Hourly System Load Report"
"C","Filename: rt_hourlysysload_20210125.csv"
"C","Report for: 01/25/2021 - 01/25/2021"
"C","Report generated: 01/28/2021 17:57:25 EST"
"H","Date","Hour Ending","Total Load"
"H","Date","HE","MWh"
"D","01/25/2021","01",13221.71
"D","01/25/2021","02",13262.68
"D","01/25/2021","03",13208.38
"D","01/25/2021","04",13279.71
"D","01/25/2021","05",13414.64
"D","01/25/2021","06",14072.3
"D","01/25/2021","07",15197.34
"D","01/25/2021","08",16280.66
"D","01/25/2021","09",16140.46
"D","01/25/2021","10",15219.46
"D","01/25/2021","11",14482.28
"D","01/25/2021","12",14377.73
"D","01/25/2021","13",14344.09
"D","01/25/2021","14",14281.66
"D","01/25/2021","15",14728.17
"D","01/25/2021","16",15063.78
"D","01/25/2021","17",16241.48
"D","01/25/2021","18",17477.65
"D","01/25/2021","19",17366.6
"D","01/25/2021","20",16816.63
"D","01/25/2021","21",16043.51
"D","01/25/2021","22",15096.51
"D","01/25/2021","23",13994.0
"D","01/25/2021","24",13254.05
"T","24 lines"
