C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20201026_20201026.csv
C,Time period: 2020-10-26 to 2020-10-26
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2020-10-29 16:28:56 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2020-10-26,01,1928.8,1911.0
D,2020-10-26,02,1850.4,1842.8
D,2020-10-26,03,1814.1,1816.6
D,2020-10-26,04,1809.1,1814.0
D,2020-10-26,05,1844.4,1864.2
D,2020-10-26,06,2010.4,2005.5
D,2020-10-26,07,2254.3,2251.4
D,2020-10-26,08,2523.2,2474.7
D,2020-10-26,09,2567.0,2619.0
D,2020-10-26,10,2612.2,2696.4
D,2020-10-26,11,2654.9,2736.1
D,2020-10-26,12,2665.1,2754.8
D,2020-10-26,13,2702.5,2756.6
D,2020-10-26,14,2691.0,2742.9
D,2020-10-26,15,2671.8,2697.3
D,2020-10-26,16,2680.1,2692.5
D,2020-10-26,17,2702.8,2714.2
D,2020-10-26,18,2789.8,2791.2
D,2020-10-26,19,2875.4,2787.0
D,2020-10-26,20,2714.6,2698.0
D,2020-10-26,21,2608.5,2569.0
D,2020-10-26,22,2414.3,2408.2
D,2020-10-26,23,2238.3,2226.3
D,2020-10-26,24,2040.3,2058.6
T,24 lines
