"C","Real-Time Hourly System Load Report"
"C","Filename: rt_hourlysysload_20210512.csv"
"C","Report for: 05/12/2021 - 05/12/2021"
"C","Report generated: 05/21/2021 08:13:16 EDT"
"H","Date","Hour Ending","Total Load"
"H","Date","HE","MWh"
"D","05/12/2021","01",9825.43
"D","05/12/2021","02",9730.31
"D","05/12/2021","03",9667.76
"D","05/12/2021","04",9562.71
"D","05/12/2021","05",9615.88
"D","05/12/2021","06",10100.27
"D","05/12/2021","07",11127.12
"D","05/12/2021","08",11558.52
"D","05/12/2021","09",11200.85
"D","05/12/2021","10",10676.14
"D","05/12/2021","11",10453.66
"D","05/12/2021","12",10470.19
"D","05/12/2021","13",10600.32
"D","05/12/2021","14",10838.64
"D","05/12/2021","15",10746.09
"D","05/12/2021","16",10898.92
"D","05/12/2021","17",11422.11
"D","05/12/2021","18",12092.98
"D","05/12/2021","19",12520.5
"D","05/12/2021","20",12741.49
"D","05/12/2021","21",12821.05
"D","05/12/2021","22",12147.25
"D","05/12/2021","23",11070.64
"D","05/12/2021","24",10118.69
"T","24 lines"
