"C","Real-Time Hourly System Load Report"
"C","Filename: rt_hourlysysload_20170116_20170130.csv"
"C","Report for: 01/16/2017 - 01/30/2017"
"C","Report generated: 04/13/2020 22:50:18 EDT"
"H","Date","Hour Ending","Total Load"
"H","Date","HE","MWh"
"D","01/16/2017","01",12475.74
"D","01/16/2017","02",12399.64
"D","01/16/2017","03",12542.12
"D","01/16/2017","04",12612.84
"D","01/16/2017","05",12724.03
"D","01/16/2017","06",13358.63
"D","01/16/2017","07",14620.15
"D","01/16/2017","08",15579.69
"D","01/16/2017","09",15959.13
"D","01/16/2017","10",15786.26
"D","01/16/2017","11",15509.92
"D","01/16/2017","12",15209.55
"D","01/16/2017","13",14940.57
"D","01/16/2017","14",14837.19
"D","01/16/2017","15",14918.36
"D","01/16/2017","16",15293.56
"D","01/16/2017","17",16224.42
"D","01/16/2017","18",17491.74
"D","01/16/2017","19",17383.53
"D","01/16/2017","20",16886.57
"D","01/16/2017","21",16181.49
"D","01/16/2017","22",15086.81
"D","01/16/2017","23",13780.86
"D","01/16/2017","24",12822.62
"D","01/17/2017","01",13197.66
"D","01/17/2017","02",12911.94
"D","01/17/2017","03",12745.32
"D","01/17/2017","04",12772.6
"D","01/17/2017","05",13135.98
"D","01/17/2017","06",13469.78
"D","01/17/2017","07",14799.03
"D","01/17/2017","08",15849.47
"D","01/17/2017","09",15820.87
"D","01/17/2017","10",15598.24
"D","01/17/2017","11",15405.5
"D","01/17/2017","12",15221.76
"D","01/17/2017","13",14985.29
"D","01/17/2017","14",15184.52
"D","01/17/2017","15",15399.28
"D","01/17/2017","16",15659.99
"D","01/17/2017","17",16385.46
"D","01/17/2017","18",17304.87
"D","01/17/2017","19",17219.08
"D","01/17/2017","20",16750.49
"D","01/17/2017","21",16037.32
"D","01/17/2017","22",14994.09
"D","01/17/2017","23",13680.02
"D","01/17/2017","24",12981.37
"D","01/18/2017","01",12612.2
"D","01/18/2017","02",12371.09
"D","01/18/2017","03",12012.26
"D","01/18/2017","04",11986.06
"D","01/18/2017","05",12198.2
"D","01/18/2017","06",12797.7
"D","01/18/2017","07",14282.83
"D","01/18/2017","08",15425.77
"D","01/18/2017","09",15762.11
"D","01/18/2017","10",15871.39
"D","01/18/2017","11",15985.46
"D","01/18/2017","12",15987.68
"D","01/18/2017","13",15939.5
"D","01/18/2017","14",15895.71
"D","01/18/2017","15",15759.65
"D","01/18/2017","16",15815.25
"D","01/18/2017","17",16437.98
"D","01/18/2017","18",17300.98
"D","01/18/2017","19",17217.99
"D","01/18/2017","20",16742.09
"D","01/18/2017","21",16059.85
"D","01/18/2017","22",15000.84
"D","01/18/2017","23",13693.99
"D","01/18/2017","24",12546.7
"D","01/19/2017","01",12039.25
"D","01/19/2017","02",11923.23
"D","01/19/2017","03",11990.93
"D","01/19/2017","04",11980.93
"D","01/19/2017","05",12164.29
"D","01/19/2017","06",12617.63
"D","01/19/2017","07",14425.83
"D","01/19/2017","08",15471.78
"D","01/19/2017","09",15428.68
"D","01/19/2017","10",15104.32
"D","01/19/2017","11",14841.81
"D","01/19/2017","12",14641.34
"D","01/19/2017","13",14459.93
"D","01/19/2017","14",14549.85
"D","01/19/2017","15",14672.66
"D","01/19/2017","16",14915.07
"D","01/19/2017","17",15634.5
"D","01/19/2017","18",16600.15
"D","01/19/2017","19",16545.31
"D","01/19/2017","20",16140.95
"D","01/19/2017","21",15499.6
"D","01/19/2017","22",14541.97
"D","01/19/2017","23",13269.48
"D","01/19/2017","24",12156.06
"D","01/20/2017","01",11779.22
"D","01/20/2017","02",11724.81
"D","01/20/2017","03",11719.13
"D","01/20/2017","04",11722.5
"D","01/20/2017","05",11815.79
"D","01/20/2017","06",12493.41
"D","01/20/2017","07",14021.39
"D","01/20/2017","08",15134.28
"D","01/20/2017","09",15400.8
"D","01/20/2017","10",15459.4
"D","01/20/2017","11",15483.94
"D","01/20/2017","12",15294.69
"D","01/20/2017","13",15086.3
"D","01/20/2017","14",15198.93
"D","01/20/2017","15",15102.29
"D","01/20/2017","16",15097.57
"D","01/20/2017","17",15600.14
"D","01/20/2017","18",16336.22
"D","01/20/2017","19",16114.64
"D","01/20/2017","20",15598.58
"D","01/20/2017","21",15024.76
"D","01/20/2017","22",14224.12
"D","01/20/2017","23",13199.77
"D","01/20/2017","24",12251.67
"D","01/21/2017","01",11720.45
"D","01/21/2017","02",11482.87
"D","01/21/2017","03",11449.37
"D","01/21/2017","04",11344.67
"D","01/21/2017","05",11416.94
"D","01/21/2017","06",11528.88
"D","01/21/2017","07",12007.28
"D","01/21/2017","08",12514.64
"D","01/21/2017","09",13307.95
"D","01/21/2017","10",13848.44
"D","01/21/2017","11",13991.79
"D","01/21/2017","12",13692.94
"D","01/21/2017","13",13171.32
"D","01/21/2017","14",12731.19
"D","01/21/2017","15",12655.81
"D","01/21/2017","16",12953.25
"D","01/21/2017","17",13643.83
"D","01/21/2017","18",14784.44
"D","01/21/2017","19",14753.35
"D","01/21/2017","20",14319.42
"D","01/21/2017","21",13827.32
"D","01/21/2017","22",13197.42
"D","01/21/2017","23",12393.83
"D","01/21/2017","24",11549.06
"D","01/22/2017","01",11356.44
"D","01/22/2017","02",11201.34
"D","01/22/2017","03",11056.66
"D","01/22/2017","04",11343.81
"D","01/22/2017","05",11261.84
"D","01/22/2017","06",11472.82
"D","01/22/2017","07",11760.34
"D","01/22/2017","08",12144.63
"D","01/22/2017","09",12733.9
"D","01/22/2017","10",13184.07
"D","01/22/2017","11",13251.35
"D","01/22/2017","12",13393.76
"D","01/22/2017","13",13595.29
"D","01/22/2017","14",13714.31
"D","01/22/2017","15",13854.6
"D","01/22/2017","16",14154.62
