C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20210114_20210114.csv
C,Time period: 2021-01-14 to 2021-01-14
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2021-01-20 13:44:12 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2021-01-14,01,2290.2,2245.82
D,2021-01-14,02,2201.6,2184.82
D,2021-01-14,03,2172.9,2162.55
D,2021-01-14,04,2195.8,2164.71
D,2021-01-14,05,2253.9,2229.66
D,2021-01-14,06,2443.0,2386.23
D,2021-01-14,07,2705.6,2633.37
D,2021-01-14,08,2942.0,2845.36
D,2021-01-14,09,3003.8,2962.91
D,2021-01-14,10,3001.5,2993.1
D,2021-01-14,11,2961.7,2980.17
D,2021-01-14,12,2937.5,2990.46
D,2021-01-14,13,2922.4,2986.88
D,2021-01-14,14,2906.1,2974.8
D,2021-01-14,15,2915.6,2980.51
D,2021-01-14,16,2968.2,2997.69
D,2021-01-14,17,3098.0,3092.12
D,2021-01-14,18,3216.1,3188.88
D,2021-01-14,19,3105.3,3122.71
D,2021-01-14,20,3023.5,3002.37
D,2021-01-14,21,2922.2,2870.62
D,2021-01-14,22,2777.1,2719.63
D,2021-01-14,23,2552.7,2530.26
D,2021-01-14,24,2394.3,2360.19
T,24 lines
