"C","Real-Time Hourly System Load Report"
"C","Filename: rt_hourlysysload_20200522.csv"
"C","Report for: 05/22/2020 - 05/22/2020"
"C","Report generated: 06/10/2020 18:48:17 EDT"
"H","Date","Hour Ending","Total Load"
"H","Date","HE","MWh"
"D","05/22/2020","01",9882.11
"D","05/22/2020","02",9569.37
"D","05/22/2020","03",9541.28
"D","05/22/2020","04",9452.72
"D","05/22/2020","05",9330.58
"D","05/22/2020","06",9696.61
"D","05/22/2020","07",10374.3
"D","05/22/2020","08",10892.59
"D","05/22/2020","09",10822.26
"D","05/22/2020","10",10936.76
"D","05/22/2020","11",10724.16
"D","05/22/2020","12",10905.31
"D","05/22/2020","13",10972.42
"D","05/22/2020","14",10807.02
"D","05/22/2020","15",11128.48
"D","05/22/2020","16",11211.64
"D","05/22/2020","17",11901.92
"D","05/22/2020","18",12755.55
"D","05/22/2020","19",13200.71
"D","05/22/2020","20",13186.47
"D","05/22/2020","21",13155.98
"D","05/22/2020","22",12726.71
"D","05/22/2020","23",11812.03
"D","05/22/2020","24",10868.38
"T","24 lines"
