"C","Real-Time Hourly System Load Report"
"C","Filename: rt_hourlysysload_20210811.csv"
"C","Report for: 08/11/2021 - 08/11/2021"
"C","Report generated: 09/24/2021 17:43:27 EDT"
"H","Date","Hour Ending","Total Load"
"H","Date","HE","MWh"
"D","08/11/2021","01",14350.6
"D","08/11/2021","02",13937.31
"D","08/11/2021","03",14049.16
"D","08/11/2021","04",13929.06
"D","08/11/2021","05",14082.66
"D","08/11/2021","06",14337.57
"D","08/11/2021","07",15028.58
"D","08/11/2021","08",16169.16
"D","08/11/2021","09",16958.03
"D","08/11/2021","10",17602.77
"D","08/11/2021","11",18089.51
"D","08/11/2021","12",18880.07
"D","08/11/2021","13",19836.09
"D","08/11/2021","14",20765.15
"D","08/11/2021","15",21548.04
"D","08/11/2021","16",22432.93
"D","08/11/2021","17",23083.02
"D","08/11/2021","18",23712.49
"D","08/11/2021","19",23469.33
"D","08/11/2021","20",22973.53
"D","08/11/2021","21",22357.23
"D","08/11/2021","22",21381.9
"D","08/11/2021","23",19686.9
"D","08/11/2021","24",18254.14
"T","24 lines"
